ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	115	1	1		Faces					81829	80839						
TRSEscan	115	1	2	Scenes	Faces	4390	88731	84441	0			Novel	Irrelevant	1	84328	83838	1189
TRSEscan	115	1	3	Faces	Faces	2390	91723	89433	1			Novel	Relevant	1	89320	88830	765
TRSEscan	115	1	4	Faces	Faces	2390	94721	92431	0			Novel	Relevant	1	92318	91828	1055
TRSEscan	115	1	5	Scenes	Faces	4390	99719	95429	2			Novel	Irrelevant	1	95316	94826	777
TRSEscan	115	1	6	Faces	Faces	6390	106711	100421	1			Repeat	Relevant	1	100308	99818	553
TRSEscan	115	1	7	Scenes	Faces	6390	113713	107423	1			Repeat	Irrelevant	1	107310	106820	559
TRSEscan	115	1	8	Scenes	Faces	4390	118715	114425	0			Novel	Irrelevant	1	114312	113822	701
TRSEscan	115	1	9	Scenes	Faces	2390	121706	119416	0			Repeat	Irrelevant	1	119304	118814	557
TRSEscan	115	1	10	Faces	Faces	4390	126705	122415	3			Novel	Relevant	1	122302	121812	983
TRSEscan	115	1	11	Scenes	Faces	6390	133697	127407	1			Repeat	Irrelevant	1	127294	126804	551
TRSEscan	115	1	12	Scenes	Faces	2390	136698	134408	0			Novel	Irrelevant	1	134295	133805	534
TRSEscan	115	1	13	Faces	Faces	4390	141697	137407	2			Repeat	Relevant	1	137294	136804	1143
TRSEscan	115	1	14	Scenes	Faces	2390	144689	142399	1			Repeat	Irrelevant	1	142286	141796	567
TRSEscan	115	1	15	Scenes	Faces	6390	151687	145397	0			Novel	Irrelevant	1	145284	144794	432
TRSEscan	115	1	16	Faces	Faces	6390	158689	152399	2			Repeat	Relevant	1	152286	151796	1158
TRSEscan	115	1	17	Faces	Faces	2390	161691	159401	0			Novel	Relevant	1	159288	158798	868
TRSEscan	115	1	18	Faces	Faces	4390	166689	162399	0			Repeat	Relevant	1	162286	161796	646
TRSEscan	115	1	19	Scenes	Faces	2390	169681	167391	3			Novel	Irrelevant	1	167278	166788	518
TRSEscan	115	1	20	Faces	Faces	6390	176679	170389	1			Novel	Relevant	1	170276	169786	848
TRSEscan	115	1	21	Faces	Faces	4390	181681	177391	0			Novel	Relevant	1	177278	176788	902
TRSEscan	115	2	1		Scenes					216439	215449						
TRSEscan	115	2	2	Scenes	Scenes	4390	223340	219050	0			Novel	Relevant	1	218937	218447	834
TRSEscan	115	2	3	Faces	Scenes	2390	226332	224042	1			Novel	Irrelevant	1	223929	223439	938
TRSEscan	115	2	4	Faces	Scenes	2390	229330	227040	0			Novel	Irrelevant	1	226927	226437	628
TRSEscan	115	2	5	Scenes	Scenes	4390	234329	230039	2			Novel	Relevant	1	229926	229436	581
TRSEscan	115	2	6	Faces	Scenes	6390	241320	235030	1			Repeat	Irrelevant	1	234918	234428	677
TRSEscan	115	2	7	Scenes	Scenes	6390	248322	242032	1			Repeat	Relevant	1	241919	241429	860
TRSEscan	115	2	8	Scenes	Scenes	4390	253324	249034	0			Novel	Relevant	1	248921	248431	610
TRSEscan	115	2	9	Scenes	Scenes	2390	256316	254026	0			Repeat	Relevant	1	253913	253423	714
TRSEscan	115	2	10	Faces	Scenes	4390	261314	257024	3			Novel	Irrelevant	1	256911	256421	852
TRSEscan	115	2	11	Scenes	Scenes	6390	268306	262016	1			Repeat	Relevant	1	261903	261413	772
TRSEscan	115	2	12	Scenes	Scenes	2390	271308	269018	0			Novel	Relevant	1	268905	268415	450
