ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	106	1	1		Faces					74478	73488						
TRSEscan	106	1	2	Scenes	Faces	4390	81380	77090	0			Novel	Irrelevant	1	76977	76487	1081
TRSEscan	106	1	3	Faces	Faces	2390	84372	82082	1			Novel	Relevant	1	81969	81479	673
TRSEscan	106	1	4	Faces	Faces	2390	87370	85080	0			Novel	Relevant	0	84967	84477	571
TRSEscan	106	1	5	Scenes	Faces	4390	92368	88078	2			Novel	Irrelevant	1	87965	87475	501
TRSEscan	106	1	6	Faces	Faces	6390	99360	93070	1			Repeat	Relevant	1	92957	92467	621
TRSEscan	106	1	7	Scenes	Faces	6390	106362	100072	1			Repeat	Irrelevant	1	99959	99469	651
TRSEscan	106	1	8	Scenes	Faces	4390	111364	107074	0			Novel	Irrelevant	1	106961	106471	513
TRSEscan	106	1	9	Scenes	Faces	2390	114355	112065	0			Repeat	Irrelevant	1	111953	111463	489
TRSEscan	106	1	10	Faces	Faces	4390	119354	115064	3			Novel	Relevant	0	114951	114461	618
TRSEscan	106	1	11	Scenes	Faces	6390	126346	120056	1			Repeat	Irrelevant	1	119943	119453	522
TRSEscan	106	1	12	Scenes	Faces	2390	129347	127057	0			Novel	Irrelevant	1	126944	126454	465
TRSEscan	106	1	13	Faces	Faces	4390	134346	130056	2			Repeat	Relevant	1	129943	129453	554
TRSEscan	106	1	14	Scenes	Faces	2390	137338	135048	1			Repeat	Irrelevant	1	134935	134445	522
TRSEscan	106	1	15	Scenes	Faces	6390	144336	138046	0			Novel	Irrelevant	1	137933	137443	612
TRSEscan	106	1	16	Faces	Faces	6390	151338	145048	2			Repeat	Relevant	1	144935	144445	522
TRSEscan	106	1	17	Faces	Faces	2390	154340	152050	0			Novel	Relevant	0	151937	151447	688
TRSEscan	106	1	18	Faces	Faces	4390	159338	155048	0			Repeat	Relevant	1	154935	154445	594
TRSEscan	106	1	19	Scenes	Faces	2390	162330	160040	3			Novel	Irrelevant	1	159927	159437	642
TRSEscan	106	1	20	Faces	Faces	6390	169328	163038	1			Novel	Relevant	0	162925	162435	644
TRSEscan	106	1	21	Faces	Faces	4390	174330	170040	0			Novel	Relevant	0	169927	169437	586
TRSEscan	106	2	1		Scenes					204816	203826						
TRSEscan	106	2	2	Scenes	Scenes	4390	211718	207428	0			Novel	Relevant	1	207315	206825	685
TRSEscan	106	2	3	Faces	Scenes	2390	214710	212420	1			Novel	Irrelevant	1	212307	211817	1093
TRSEscan	106	2	4	Faces	Scenes	2390	217708	215418	0			Novel	Irrelevant	1	215305	214815	951
TRSEscan	106	2	5	Scenes	Scenes	4390	222706	218416	2			Novel	Relevant	0	218303	217813	633
TRSEscan	106	2	6	Faces	Scenes	6390	229698	223408	1			Repeat	Irrelevant	1	223295	222805	929
TRSEscan	106	2	7	Scenes	Scenes	6390	236700	230410	1			Repeat	Relevant	1	230297	229807	503
TRSEscan	106	2	8	Scenes	Scenes	4390	241702	237412	0			Novel	Relevant	0	237299	236809	645
TRSEscan	106	2	9	Scenes	Scenes	2390	244693	242403	0			Repeat	Relevant	1	242291	241801	581
TRSEscan	106	2	10	Faces	Scenes	4390	249692	245402	3			Novel	Irrelevant	1	245289	244799	583
TRSEscan	106	2	11	Scenes	Scenes	6390	256684	250394	1			Repeat	Relevant	1	250281	249791	431
TRSEscan	106	2	12	Scenes	Scenes	2390	259685	257395	0			Novel	Relevant	0	257282	256792	733
TRSEscan	106	2	13	Faces	Scenes	4390	264684	260394	2			Repeat	Irrelevant	1	260281	259791	614
TRSEscan	106	2	14	Scenes	Scenes	2390	267676	265386	1			Repeat	Relevant	1	265273	264783	406
TRSEscan	106	2	15	Scenes	Scenes	6390	274674	268384	0			Novel	Relevant	0	268271	267781	504
TRSEscan	106	2	16	Faces	Scenes	6390	281676	275386	2			Repeat	Irrelevant	1	275273	274783	694
TRSEscan	106	2	17	Faces	Scenes	2390	284678	282388	0			Novel	Irrelevant	1	282275	281785	548
TRSEscan	106	2	18	Faces	Scenes	4390	289676	285386	0			Repeat	Irrelevant	1	285273	284783	502
TRSEscan	106	2	19	Scenes	Scenes	2390	292668	290378	3			Novel	Relevant	0	290265	289775	390
TRSEscan	106	2	20	Faces	Scenes	6390	299666	293376	1			Novel	Irrelevant	1	293263	292773	592
TRSEscan	106	2	21	Faces	Scenes	4390	304668	300378	0			Novel	Irrelevant	1	300265	299775	462
TRSEscan	106	3	1		Categorize					334451	333461						
TRSEscan	106	3	2	Scenes	Categorize	4390	341352	337062	0			Novel	Irrelevant	0	336949	336459	1369
TRSEscan	106	3	3	Faces	Categorize	2390	344344	342054	1			Novel	Irrelevant	1	341941	341451	1553
TRSEscan	106	3	4	Faces	Categorize	2390	347342	345052	0			Novel	Irrelevant	1	344939	344449	2027
TRSEscan	106	3	5	Scenes	Categorize	4390	352341	348051	2			Novel	Irrelevant	0	347938	347448	0
TRSEscan	106	3	6	Faces	Categorize	6390	359333	353043	1			Repeat	Irrelevant	0	352930	352440	1684
TRSEscan	106	3	7	Scenes	Categorize	6390	366334	360044	1			Repeat	Irrelevant	0	359931	359441	1739
TRSEscan	106	3	8	Scenes	Categorize	4390	371336	367046	0			Novel	Irrelevant	0	366933	366443	705
TRSEscan	106	3	9	Scenes	Categorize	2390	374328	372038	0			Repeat	Irrelevant	0	371925	371435	920
TRSEscan	106	3	10	Faces	Categorize	4390	379326	375036	3			Novel	Irrelevant	0	374923	374433	619
TRSEscan	106	3	11	Scenes	Categorize	6390	386318	380028	1			Repeat	Irrelevant	0	379915	379425	946
TRSEscan	106	3	12	Scenes	Categorize	2390	389320	387030	0			Novel	Irrelevant	0	386917	386427	688
TRSEscan	106	3	13	Faces	Categorize	4390	394318	390028	2			Repeat	Irrelevant	1	389915	389425	1122
TRSEscan	106	3	14	Scenes	Categorize	2390	397310	395020	1			Repeat	Irrelevant	1	394907	394417	1426
TRSEscan	106	3	15	Scenes	Categorize	6390	404308	398018	0			Novel	Irrelevant	1	397905	397415	764
TRSEscan	106	3	16	Faces	Categorize	6390	411310	405020	2			Repeat	Irrelevant	1	404907	404417	962
TRSEscan	106	3	17	Faces	Categorize	2390	414312	412022	0			Novel	Irrelevant	0	411909	411419	624
TRSEscan	106	3	18	Faces	Categorize	4390	419311	415021	0			Repeat	Irrelevant	0	414908	414418	801
TRSEscan	106	3	19	Scenes	Categorize	2390	422302	420012	3			Novel	Irrelevant	1	419900	419410	769
TRSEscan	106	3	20	Faces	Categorize	6390	429301	423011	1			Novel	Irrelevant	0	422898	422408	851
TRSEscan	106	3	21	Faces	Categorize	4390	434303	430013	0			Novel	Irrelevant	0	429899	429409	922
TRSEscan	106	4	1		Both					543132	542142						
TRSEscan	106	4	2	Scenes	Both	4390	550034	545744	0			Novel	Relevant	1	545631	545141	524
TRSEscan	106	4	3	Faces	Both	2390	553026	550736	1			Novel	Relevant	1	550623	550133	892
TRSEscan	106	4	4	Faces	Both	2390	556024	553734	0			Novel	Relevant	1	553621	553131	1142
TRSEscan	106	4	5	Scenes	Both	4390	561022	556732	2			Novel	Relevant	1	556619	556129	728
TRSEscan	106	4	6	Faces	Both	6390	568014	561724	1			Repeat	Relevant	1	561611	561121	952
TRSEscan	106	4	7	Scenes	Both	6390	575016	568726	1			Repeat	Relevant	1	568613	568123	1406
TRSEscan	106	4	8	Scenes	Both	4390	580018	575728	0			Novel	Relevant	1	575615	575125	636
TRSEscan	106	4	9	Scenes	Both	2390	583010	580720	0			Repeat	Relevant	1	580607	580117	956
TRSEscan	106	4	10	Faces	Both	4390	588008	583718	3			Novel	Relevant	1	583605	583115	846
TRSEscan	106	4	11	Scenes	Both	6390	595000	588710	1			Repeat	Relevant	1	588597	588107	869
TRSEscan	106	4	12	Scenes	Both	2390	598002	595712	0			Novel	Relevant	1	595598	595108	844
TRSEscan	106	4	13	Faces	Both	4390	603000	598710	2			Repeat	Relevant	1	598597	598107	869
TRSEscan	106	4	14	Scenes	Both	2390	605992	603702	1			Repeat	Relevant	1	603589	603099	749
TRSEscan	106	4	15	Scenes	Both	6390	612990	606700	0			Novel	Relevant	1	606587	606097	767
TRSEscan	106	4	16	Faces	Both	6390	619992	613702	2			Repeat	Relevant	0	613589	613099	1173
TRSEscan	106	4	17	Faces	Both	2390	622994	620704	0			Novel	Relevant	1	620591	620101	955
TRSEscan	106	4	18	Faces	Both	4390	627992	623702	0			Repeat	Relevant	1	623589	623099	1005
TRSEscan	106	4	19	Scenes	Both	2390	630984	628694	3			Novel	Relevant	1	628581	628091	861
TRSEscan	106	4	20	Faces	Both	6390	637982	631692	1			Novel	Relevant	1	631579	631089	919
TRSEscan	106	4	21	Faces	Both	4390	642984	638694	0			Novel	Relevant	1	638581	638091	1061
TRSEscan	106	5	1		Scenes					67328	66338						
TRSEscan	106	5	2	Faces	Scenes	2390	72229	69939	0			Novel	Irrelevant	1	69826	69336	486
TRSEscan	106	5	3	Faces	Scenes	4390	77227	72937	0			Novel	Irrelevant	1	72824	72334	488
TRSEscan	106	5	4	Scenes	Scenes	6390	84219	77929	2			Novel	Relevant	0	77816	77326	712
TRSEscan	106	5	5	Faces	Scenes	4390	89221	84931	1			Repeat	Irrelevant	1	84818	84328	422
TRSEscan	106	5	6	Faces	Scenes	2390	92213	89923	0			Repeat	Irrelevant	1	89810	89320	478
TRSEscan	106	5	7	Faces	Scenes	6390	99211	92921	0			Novel	Irrelevant	1	92808	92318	472
TRSEscan	106	5	8	Scenes	Scenes	2390	102213	99923	3			Novel	Relevant	1	99810	99320	598
TRSEscan	106	5	9	Scenes	Scenes	4390	107211	102921	0			Repeat	Relevant	1	102808	102318	1096
TRSEscan	106	5	10	Faces	Scenes	2390	110203	107913	2			Repeat	Irrelevant	1	107800	107310	440
TRSEscan	106	5	11	Scenes	Scenes	4390	115202	110912	1			Repeat	Relevant	1	110799	110309	992
TRSEscan	106	5	12	Scenes	Scenes	6390	122193	115903	0			Novel	Relevant	1	115791	115301	568
TRSEscan	106	5	13	Faces	Scenes	4390	127195	122905	2			Novel	Irrelevant	1	122792	122302	431
TRSEscan	106	5	14	Scenes	Scenes	2390	130187	127897	1			Repeat	Relevant	1	127784	127294	967
TRSEscan	106	5	15	Scenes	Scenes	6390	137185	130895	0			Novel	Relevant	1	130782	130292	633
TRSEscan	106	5	16	Scenes	Scenes	4390	142187	137897	0			Novel	Relevant	1	137784	137294	639
TRSEscan	106	5	17	Faces	Scenes	6390	149179	142889	3			Novel	Irrelevant	1	142776	142286	519
TRSEscan	106	5	18	Scenes	Scenes	2390	152181	149891	1			Repeat	Relevant	1	149778	149288	781
TRSEscan	106	5	19	Faces	Scenes	2390	155179	152889	1			Repeat	Irrelevant	1	152776	152286	527
TRSEscan	106	5	20	Faces	Scenes	6390	162177	155887	0			Novel	Irrelevant	1	155774	155284	553
TRSEscan	106	5	21	Scenes	Scenes	4390	167179	162889	2			Novel	Relevant	1	162776	162286	655
TRSEscan	106	6	1		Categorize					202791	201801						
TRSEscan	106	6	2	Faces	Categorize	2390	207693	205403	0			Novel	Irrelevant	1	205290	204800	540
TRSEscan	106	6	3	Faces	Categorize	4390	212691	208401	0			Novel	Irrelevant	1	208288	207798	638
TRSEscan	106	6	4	Scenes	Categorize	6390	219683	213393	2			Novel	Irrelevant	0	213280	212790	838
TRSEscan	106	6	5	Faces	Categorize	4390	224685	220395	1			Repeat	Irrelevant	0	220282	219792	516
TRSEscan	106	6	6	Faces	Categorize	2390	227677	225387	0			Repeat	Irrelevant	0	225274	224784	588
TRSEscan	106	6	7	Faces	Categorize	6390	234675	228385	0			Novel	Irrelevant	0	228272	227782	558
TRSEscan	106	6	8	Scenes	Categorize	2390	237677	235387	3			Novel	Irrelevant	0	235274	234784	763
TRSEscan	106	6	9	Scenes	Categorize	4390	242675	238385	0			Repeat	Irrelevant	0	238272	237782	765
TRSEscan	106	6	10	Faces	Categorize	2390	245667	243377	2			Repeat	Irrelevant	1	243264	242774	621
TRSEscan	106	6	11	Scenes	Categorize	4390	250665	246375	1			Repeat	Irrelevant	0	246262	245772	655
TRSEscan	106	6	12	Scenes	Categorize	6390	257657	251367	0			Novel	Irrelevant	0	251254	250764	839
TRSEscan	106	6	13	Faces	Categorize	4390	262659	258369	2			Novel	Irrelevant	0	258256	257766	685
TRSEscan	106	6	14	Scenes	Categorize	2390	265651	263361	1			Repeat	Irrelevant	0	263248	262758	637
TRSEscan	106	6	15	Scenes	Categorize	6390	272649	266359	0			Novel	Irrelevant	0	266246	265756	503
