Subject,Condition,StimACC,StimRT
1406,Relevant Scenes,1,657
1406,Irrelevant Faces,1,569
1406,Irrelevant Faces,1,538
1406,Relevant Scenes,1,634
1406,Irrelevant Faces,1,634
1406,Relevant Scenes,0,795
1406,Relevant Scenes,1,626
1406,Relevant Scenes,1,707
1406,Irrelevant Faces,1,763
1406,Relevant Scenes,1,1027
1406,Relevant Scenes,1,804
1406,Irrelevant Faces,1,1652
1406,Relevant Scenes,1,1092
1406,Relevant Scenes,1,796
1406,Irrelevant Faces,1,1005
1406,Irrelevant Faces,1,670
1406,Irrelevant Faces,1,678
1406,Relevant Scenes,1,1605
1406,Irrelevant Faces,1,709
1406,Irrelevant Faces,1,878
1406,Categorize Scenes,1,854
1406,Categorize Faces,1,597
1406,Categorize Faces,1,725
1406,Categorize Scenes,1,710
1406,Categorize Faces,1,566
1406,Categorize Scenes,1,519
1406,Categorize Scenes,1,663
1406,Categorize Scenes,1,727
1406,Categorize Faces,1,912
1406,Categorize Scenes,1,760
1406,Categorize Scenes,1,640
1406,Categorize Faces,1,1041
1406,Categorize Scenes,1,1040
1406,Categorize Scenes,1,896
1406,Categorize Faces,1,561
1406,Categorize Faces,1,809
1406,Categorize Faces,1,1097
1406,Categorize Scenes,1,690
1406,Categorize Faces,1,1218
1406,Categorize Faces,1,619
1406,Both Scenes,1,852
1406,Both Faces,1,693
1406,Both Faces,1,741
1406,Both Scenes,0,589
1406,Both Faces,1,1485
1406,Both Scenes,1,1054
1406,Both Scenes,1,638
1406,Both Scenes,1,1326
1406,Both Faces,1,798
1406,Both Scenes,1,726
1406,Both Scenes,1,1287
1406,Both Faces,1,1215
1406,Both Scenes,1,520
1406,Both Scenes,1,816
1406,Both Faces,1,856
1406,Both Faces,1,689
1406,Both Faces,1,856
1406,Both Scenes,1,960
1406,Both Faces,1,721
1406,Both Faces,0,1545
1406,Irrelevant Faces,1,431
1406,Irrelevant Faces,1,479
1406,Relevant Scenes,1,711
1406,Irrelevant Faces,1,487
1406,Irrelevant Faces,1,496
1406,Irrelevant Faces,1,632
1406,Relevant Scenes,1,872
1406,Relevant Scenes,1,649
1406,Irrelevant Faces,1,561
1406,Relevant Scenes,1,577
1406,Relevant Scenes,1,562
1406,Irrelevant Faces,1,514
1406,Relevant Scenes,1,721
1406,Relevant Scenes,1,922
1406,Relevant Scenes,1,642
1406,Irrelevant Faces,1,571
1406,Relevant Scenes,1,843
1406,Irrelevant Faces,1,603
1406,Irrelevant Faces,1,756
1406,Relevant Scenes,1,612
1406,Categorize Faces,1,811
1406,Categorize Faces,1,493
1406,Categorize Scenes,1,572
1406,Categorize Faces,1,620
1406,Categorize Faces,1,701
1406,Categorize Faces,1,549
1406,Categorize Scenes,1,509
1406,Categorize Scenes,1,765
1406,Categorize Faces,1,645
1406,Categorize Scenes,1,653
1406,Categorize Scenes,1,566
1406,Categorize Faces,1,606
1406,Categorize Scenes,1,1079
1406,Categorize Scenes,1,551
1406,Categorize Scenes,1,503
1406,Categorize Faces,1,512
1406,Categorize Scenes,1,607
1406,Categorize Faces,1,743
1406,Categorize Faces,1,1184
1406,Categorize Scenes,0,0
1406,Both Faces,1,1063
1406,Both Faces,1,655
1406,Both Scenes,1,736
1406,Both Faces,0,752
1406,Both Faces,1,681
1406,Both Faces,1,761
1406,Both Scenes,1,769
1406,Both Scenes,1,738
1406,Both Faces,1,1082
1406,Both Scenes,1,682
1406,Both Scenes,1,891
1406,Both Faces,1,858
1406,Both Scenes,1,1282
1406,Both Scenes,1,771
1406,Both Scenes,0,1075
1406,Both Faces,1,732
1406,Both Scenes,1,740
1406,Both Faces,1,876
1406,Both Faces,1,621
1406,Both Scenes,1,909
1406,Relevant Faces,1,953
1406,Relevant Faces,1,778
1406,Irrelevant Scenes,1,514
1406,Relevant Faces,0,1331
1406,Relevant Faces,1,851
1406,Relevant Faces,1,587
1406,Irrelevant Scenes,0,531
1406,Irrelevant Scenes,1,859
1406,Relevant Faces,0,1883
1406,Irrelevant Scenes,1,579
1406,Irrelevant Scenes,1,604
1406,Relevant Faces,1,804
1406,Irrelevant Scenes,1,813
1406,Irrelevant Scenes,1,701
1406,Irrelevant Scenes,1,309
1406,Relevant Faces,1,877
1406,Irrelevant Scenes,1,981
1406,Relevant Faces,1,870
1406,Relevant Faces,1,718
1406,Irrelevant Scenes,0,750
1406,Categorize Faces,1,466
1406,Categorize Faces,1,586
1406,Categorize Scenes,1,571
1406,Categorize Faces,1,619
1406,Categorize Faces,1,595
1406,Categorize Faces,1,676
1406,Categorize Scenes,1,652
1406,Categorize Faces,1,756
1406,Categorize Faces,1,381
1406,Categorize Scenes,1,852
1406,Categorize Scenes,1,709
1406,Categorize Faces,1,677
1406,Categorize Scenes,0,757
1406,Categorize Faces,1,637
1406,Categorize Scenes,1,574
1406,Categorize Scenes,1,766
1406,Categorize Scenes,0,783
1406,Categorize Faces,1,1463
1406,Categorize Scenes,1,583
1406,Categorize Scenes,1,552
1406,Both Faces,1,570
1406,Both Faces,1,786
1406,Both Scenes,1,842
1406,Both Faces,1,682
1406,Both Faces,1,755
1406,Both Faces,1,714
1406,Both Scenes,1,771
1406,Both Faces,1,875
1406,Both Faces,1,875
1406,Both Scenes,1,1012
1406,Both Scenes,1,884
1406,Both Faces,1,1012
1406,Both Scenes,1,861
1406,Both Faces,1,837
1406,Both Scenes,1,758
1406,Both Scenes,1,693
1406,Both Scenes,1,893
1406,Both Faces,1,910
1406,Both Scenes,1,766
1406,Both Scenes,1,806
1406,Relevant Faces,1,1173
1406,Relevant Faces,1,758
1406,Irrelevant Scenes,1,558
1406,Relevant Faces,1,798
1406,Relevant Faces,1,1071
1406,Relevant Faces,0,1535
1406,Irrelevant Scenes,1,511
1406,Relevant Faces,1,608
1406,Relevant Faces,1,912
1406,Irrelevant Scenes,1,840
1406,Irrelevant Scenes,1,1040
1406,Relevant Faces,1,1088
1406,Irrelevant Scenes,1,1065
1406,Relevant Faces,1,737
1406,Irrelevant Scenes,1,497
1406,Irrelevant Scenes,1,626
1406,Irrelevant Scenes,1,978
1406,Relevant Faces,0,1258
1406,Irrelevant Scenes,1,627
1406,Irrelevant Scenes,1,643
1406,Irrelevant Faces,1,570
1406,Irrelevant Faces,1,594
1406,Relevant Scenes,1,579
1406,Irrelevant Faces,1,539
1406,Irrelevant Faces,1,514
1406,Irrelevant Faces,1,643
1406,Relevant Scenes,1,1083
1406,Irrelevant Faces,1,564
1406,Irrelevant Faces,1,500
1406,Relevant Scenes,1,444
1406,Relevant Scenes,1,653
1406,Irrelevant Faces,1,901
1406,Relevant Scenes,1,781
1406,Irrelevant Faces,1,742
1406,Relevant Scenes,0,0
1406,Relevant Scenes,0,541
1406,Relevant Scenes,1,534
1406,Irrelevant Faces,1,566
1406,Relevant Scenes,1,670
1406,Relevant Scenes,0,1343
1406,Both Scenes,1,399
1406,Both Scenes,1,720
1406,Both Faces,1,432
1406,Both Scenes,1,777
1406,Both Scenes,1,497
1406,Both Scenes,1,697
1406,Both Faces,1,665
1406,Both Scenes,1,530
1406,Both Faces,1,529
1406,Both Scenes,1,730
1406,Both Scenes,1,698
1406,Both Faces,1,674
1406,Both Faces,1,651
1406,Both Scenes,1,603
1406,Both Faces,1,963
1406,Both Faces,1,756
1406,Both Faces,1,652
1406,Both Scenes,1,548
1406,Both Faces,1,668
1406,Both Faces,1,684
1406,Irrelevant Scenes,1,666
1406,Irrelevant Scenes,1,434
1406,Relevant Faces,1,553
1406,Irrelevant Scenes,1,546
1406,Irrelevant Scenes,1,506
1406,Irrelevant Scenes,1,554
1406,Relevant Faces,1,595
1406,Irrelevant Scenes,1,691
1406,Relevant Faces,1,595
1406,Irrelevant Scenes,1,556
1406,Irrelevant Scenes,1,412
1406,Relevant Faces,1,540
1406,Relevant Faces,1,605
1406,Irrelevant Scenes,1,604
1406,Relevant Faces,0,933
1406,Relevant Faces,1,669
1406,Relevant Faces,1,717
1406,Irrelevant Scenes,1,470
1406,Relevant Faces,1,806
1406,Relevant Faces,0,870
1406,Relevant Scenes,1,557
1406,Relevant Scenes,1,630
1406,Irrelevant Faces,1,630
1406,Relevant Scenes,1,542
1406,Relevant Scenes,1,551
1406,Relevant Scenes,1,663
1406,Irrelevant Faces,1,671
1406,Relevant Scenes,1,903
1406,Irrelevant Faces,1,799
1406,Relevant Scenes,1,871
1406,Relevant Scenes,0,0
1406,Irrelevant Faces,1,552
1406,Irrelevant Faces,1,512
1406,Relevant Scenes,1,561
1406,Irrelevant Faces,1,473
1406,Irrelevant Faces,1,594
1406,Irrelevant Faces,1,626
1406,Relevant Scenes,1,753
1406,Irrelevant Faces,1,810
1406,Irrelevant Faces,1,754
1406,Categorize Scenes,1,1157
1406,Categorize Scenes,1,413
1406,Categorize Faces,1,508
1406,Categorize Scenes,1,733
1406,Categorize Scenes,1,669
1406,Categorize Scenes,1,621
1406,Categorize Faces,0,614
1406,Categorize Scenes,1,558
1406,Categorize Faces,1,495
1406,Categorize Scenes,1,663
1406,Categorize Scenes,1,823
1406,Categorize Faces,1,703
1406,Categorize Faces,1,951
1406,Categorize Scenes,1,638
1406,Categorize Faces,1,640
1406,Categorize Faces,1,856
1406,Categorize Faces,1,425
1406,Categorize Scenes,1,521
1406,Categorize Faces,0,665
1406,Categorize Faces,1,905
1406,Irrelevant Scenes,1,524
1406,Irrelevant Scenes,1,541
1406,Relevant Faces,1,669
1406,Irrelevant Scenes,1,557
1406,Relevant Faces,1,1550
1406,Relevant Faces,1,630
1406,Irrelevant Scenes,1,550
1406,Irrelevant Scenes,1,647
1406,Relevant Faces,1,583
1406,Relevant Faces,1,791
1406,Relevant Faces,0,704
1406,Irrelevant Scenes,1,584
1406,Relevant Faces,0,800
1406,Relevant Faces,1,712
1406,Relevant Faces,0,1104
1406,Irrelevant Scenes,1,601
1406,Irrelevant Scenes,1,1161
1406,Irrelevant Scenes,1,497
1406,Relevant Faces,1,706
1406,Irrelevant Scenes,1,530
1406,Relevant Scenes,1,750
1406,Relevant Scenes,1,591
1406,Irrelevant Faces,1,799
1406,Relevant Scenes,1,584
1406,Irrelevant Faces,1,520
1406,Irrelevant Faces,1,528
1406,Relevant Scenes,1,696
1406,Relevant Scenes,1,664
1406,Irrelevant Faces,1,496
1406,Irrelevant Faces,1,1048
1406,Irrelevant Faces,1,449
1406,Relevant Scenes,1,777
1406,Irrelevant Faces,1,618
1406,Irrelevant Faces,0,0
1406,Irrelevant Faces,1,539
1406,Relevant Scenes,1,715
1406,Relevant Scenes,1,738
1406,Relevant Scenes,1,891
1406,Irrelevant Faces,1,899
1406,Relevant Scenes,1,811
1406,Categorize Scenes,0,946
1406,Categorize Scenes,1,643
1406,Categorize Faces,1,827
1406,Categorize Scenes,1,723
1406,Categorize Faces,1,604
1406,Categorize Faces,1,1180
1406,Categorize Scenes,1,860
1406,Categorize Scenes,0,997
1406,Categorize Faces,1,1037
1406,Categorize Faces,1,1061
1406,Categorize Faces,0,0
1406,Categorize Scenes,1,590
1406,Categorize Faces,1,606
1406,Categorize Faces,1,726
1406,Categorize Faces,1,670
1406,Categorize Scenes,0,607
1406,Categorize Scenes,1,1343
1406,Categorize Scenes,1,559
1406,Categorize Faces,1,912
1406,Categorize Scenes,1,544
1406,Both Scenes,0,0
1406,Both Scenes,0,442
1406,Both Faces,1,851
1406,Both Scenes,1,651
1406,Both Faces,1,635
1406,Both Faces,1,724
1406,Both Scenes,1,707
1406,Both Scenes,1,795
1406,Both Faces,1,1708
1406,Both Faces,1,868
1406,Both Faces,1,1140
1406,Both Scenes,1,1189
1406,Both Faces,1,1157
1406,Both Faces,1,654
1406,Both Faces,1,1422
1406,Both Scenes,1,805
1406,Both Scenes,1,710
1406,Both Scenes,1,822
1406,Both Faces,0,0
1406,Both Scenes,1,919
1407,Irrelevant Scenes,1,871
1407,Relevant Faces,1,987
1407,Relevant Faces,1,792
1407,Irrelevant Scenes,1,526
1407,Relevant Faces,1,499
1407,Irrelevant Scenes,1,494
1407,Irrelevant Scenes,1,657
1407,Irrelevant Scenes,1,485
1407,Relevant Faces,0,507
1407,Irrelevant Scenes,1,504
1407,Irrelevant Scenes,1,443
1407,Relevant Faces,1,800
1407,Irrelevant Scenes,1,460
1407,Irrelevant Scenes,1,514
1407,Relevant Faces,1,725
1407,Relevant Faces,1,480
1407,Relevant Faces,1,678
1407,Irrelevant Scenes,1,579
1407,Relevant Faces,1,641
1407,Relevant Faces,1,620
1407,Relevant Scenes,1,583
1407,Irrelevant Faces,0,0
1407,Irrelevant Faces,1,641
1407,Relevant Scenes,1,679
1407,Irrelevant Faces,1,411
1407,Relevant Scenes,1,493
1407,Relevant Scenes,1,536
1407,Relevant Scenes,1,917
1407,Irrelevant Faces,1,515
1407,Relevant Scenes,1,567
1407,Relevant Scenes,1,602
1407,Irrelevant Faces,1,560
1407,Relevant Scenes,1,573
1407,Relevant Scenes,1,683
1407,Irrelevant Faces,1,590
1407,Irrelevant Faces,1,529
1407,Irrelevant Faces,1,487
1407,Relevant Scenes,1,674
1407,Irrelevant Faces,1,480
1407,Irrelevant Faces,1,459
1407,Categorize Scenes,1,1151
1407,Categorize Faces,1,451
1407,Categorize Faces,1,497
1407,Categorize Scenes,1,399
1407,Categorize Faces,1,332
1407,Categorize Scenes,1,351
1407,Categorize Scenes,1,386
1407,Categorize Scenes,1,454
1407,Categorize Faces,1,508
1407,Categorize Scenes,1,569
1407,Categorize Scenes,1,507
1407,Categorize Faces,1,593
1407,Categorize Scenes,1,461
1407,Categorize Scenes,1,547
1407,Categorize Faces,1,494
1407,Categorize Faces,1,553
1407,Categorize Faces,1,487
1407,Categorize Scenes,1,556
1407,Categorize Faces,1,1065
1407,Categorize Faces,1,508
1407,Both Scenes,1,507
1407,Both Faces,1,479
1407,Both Faces,1,765
1407,Both Scenes,1,795
1407,Both Faces,1,775
1407,Both Scenes,1,858
1407,Both Scenes,1,764
1407,Both Scenes,1,425
1407,Both Faces,0,839
1407,Both Scenes,1,499
1407,Both Scenes,0,630
1407,Both Faces,1,692
1407,Both Scenes,1,497
1407,Both Scenes,1,535
1407,Both Faces,1,746
1407,Both Faces,1,732
1407,Both Faces,1,866
1407,Both Scenes,1,734
1407,Both Faces,1,820
1407,Both Faces,1,855
1407,Irrelevant Faces,1,569
1407,Irrelevant Faces,1,501
1407,Relevant Scenes,1,610
1407,Irrelevant Faces,1,437
1407,Irrelevant Faces,0,0
1407,Irrelevant Faces,1,559
1407,Relevant Scenes,1,494
1407,Relevant Scenes,1,584
1407,Irrelevant Faces,1,381
1407,Relevant Scenes,1,499
1407,Relevant Scenes,1,719
1407,Irrelevant Faces,1,481
1407,Relevant Scenes,1,606
1407,Relevant Scenes,1,548
1407,Relevant Scenes,1,567
1407,Irrelevant Faces,1,459
1407,Relevant Scenes,1,662
1407,Irrelevant Faces,1,493
1407,Irrelevant Faces,1,514
1407,Relevant Scenes,1,661
1407,Categorize Faces,1,503
1407,Categorize Faces,1,494
1407,Categorize Scenes,1,562
1407,Categorize Faces,1,381
1407,Categorize Faces,1,497
1407,Categorize Faces,1,487
1407,Categorize Scenes,1,617
1407,Categorize Scenes,1,471
1407,Categorize Faces,1,516
1407,Categorize Scenes,1,642
1407,Categorize Scenes,1,582
1407,Categorize Faces,1,553
1407,Categorize Scenes,1,494
1407,Categorize Scenes,1,494
1407,Categorize Scenes,1,511
1407,Categorize Faces,1,619
1407,Categorize Scenes,1,597
1407,Categorize Faces,1,619
1407,Categorize Faces,1,457
1407,Categorize Scenes,1,572
1407,Both Faces,1,442
1407,Both Faces,1,920
1407,Both Scenes,1,756
1407,Both Faces,1,639
1407,Both Faces,1,764
1407,Both Faces,1,530
1407,Both Scenes,1,1397
1407,Both Scenes,1,659
1407,Both Faces,1,503
1407,Both Scenes,1,629
1407,Both Scenes,1,714
1407,Both Faces,1,580
1407,Both Scenes,1,504
1407,Both Scenes,1,598
1407,Both Scenes,1,665
1407,Both Faces,1,782
1407,Both Scenes,1,649
1407,Both Faces,0,487
1407,Both Faces,1,685
1407,Both Scenes,1,752
1407,Relevant Faces,1,405
1407,Relevant Faces,1,483
1407,Irrelevant Scenes,1,383
1407,Relevant Faces,1,562
1407,Relevant Faces,1,557
1407,Relevant Faces,1,571
1407,Irrelevant Scenes,1,446
1407,Irrelevant Scenes,1,940
1407,Relevant Faces,1,585
1407,Irrelevant Scenes,1,415
1407,Irrelevant Scenes,1,435
1407,Relevant Faces,1,558
1407,Irrelevant Scenes,1,643
1407,Irrelevant Scenes,1,569
1407,Irrelevant Scenes,1,483
1407,Relevant Faces,1,831
1407,Irrelevant Scenes,1,474
1407,Relevant Faces,0,544
1407,Relevant Faces,1,518
1407,Irrelevant Scenes,1,537
1407,Categorize Faces,1,451
1407,Categorize Faces,1,496
1407,Categorize Scenes,1,509
1407,Categorize Faces,1,539
1407,Categorize Faces,1,502
1407,Categorize Faces,1,498
1407,Categorize Scenes,1,421
1407,Categorize Faces,1,659
1407,Categorize Faces,1,511
1407,Categorize Scenes,1,418
1407,Categorize Scenes,1,583
1407,Categorize Faces,1,741
1407,Categorize Scenes,1,441
1407,Categorize Faces,1,543
1407,Categorize Scenes,1,594
1407,Categorize Scenes,1,542
1407,Categorize Scenes,1,601
1407,Categorize Faces,1,887
1407,Categorize Scenes,1,621
1407,Categorize Scenes,1,937
1407,Both Faces,1,1923
1407,Both Faces,1,704
1407,Both Scenes,0,549
1407,Both Faces,1,563
1407,Both Faces,1,686
1407,Both Faces,1,475
1407,Both Scenes,1,574
1407,Both Faces,1,572
1407,Both Faces,1,616
1407,Both Scenes,1,530
1407,Both Scenes,1,631
1407,Both Faces,1,629
1407,Both Scenes,1,537
1407,Both Faces,1,623
1407,Both Scenes,1,674
1407,Both Scenes,1,719
1407,Both Scenes,1,682
1407,Both Faces,1,704
1407,Both Scenes,1,710
1407,Both Scenes,1,801
1407,Relevant Faces,1,378
1407,Relevant Faces,1,503
1407,Irrelevant Scenes,1,733
1407,Relevant Faces,1,683
1407,Relevant Faces,1,597
1407,Relevant Faces,1,641
1407,Irrelevant Scenes,1,644
1407,Relevant Faces,1,674
1407,Relevant Faces,1,687
1407,Irrelevant Scenes,1,706
1407,Irrelevant Scenes,1,774
1407,Relevant Faces,1,724
1407,Irrelevant Scenes,1,584
1407,Relevant Faces,1,662
1407,Irrelevant Scenes,1,688
1407,Irrelevant Scenes,1,637
1407,Irrelevant Scenes,1,480
1407,Relevant Faces,0,1278
1407,Irrelevant Scenes,1,540
1407,Irrelevant Scenes,1,544
1407,Irrelevant Faces,1,383
1407,Irrelevant Faces,1,476
1407,Relevant Scenes,0,562
1407,Irrelevant Faces,1,448
1407,Irrelevant Faces,1,451
1407,Irrelevant Faces,1,615
1407,Relevant Scenes,1,466
1407,Irrelevant Faces,1,527
1407,Irrelevant Faces,1,572
1407,Relevant Scenes,1,751
1407,Relevant Scenes,1,787
1407,Irrelevant Faces,1,537
1407,Relevant Scenes,1,862
1407,Irrelevant Faces,1,499
1407,Relevant Scenes,1,679
1407,Relevant Scenes,1,699
1407,Relevant Scenes,1,726
1407,Irrelevant Faces,1,587
1407,Relevant Scenes,1,761
1407,Relevant Scenes,1,781
1407,Both Scenes,1,553
1407,Both Scenes,1,647
1407,Both Faces,1,444
1407,Both Scenes,1,654
1407,Both Scenes,1,474
1407,Both Scenes,1,672
1407,Both Faces,1,621
1407,Both Scenes,1,450
1407,Both Faces,1,558
1407,Both Scenes,1,754
1407,Both Scenes,1,661
1407,Both Faces,1,731
1407,Both Faces,1,641
1407,Both Scenes,1,595
1407,Both Faces,1,703
1407,Both Faces,1,539
1407,Both Faces,1,512
1407,Both Scenes,1,645
1407,Both Faces,1,587
1407,Both Faces,1,895
1407,Irrelevant Scenes,1,892
1407,Irrelevant Scenes,1,481
1407,Relevant Faces,1,406
1407,Irrelevant Scenes,1,537
1407,Irrelevant Scenes,1,494
1407,Irrelevant Scenes,1,563
1407,Relevant Faces,0,584
1407,Irrelevant Scenes,1,606
1407,Relevant Faces,1,560
1407,Irrelevant Scenes,1,612
1407,Irrelevant Scenes,1,503
1407,Relevant Faces,1,645
1407,Relevant Faces,1,699
1407,Irrelevant Scenes,1,510
1407,Relevant Faces,0,787
1407,Relevant Faces,1,686
1407,Relevant Faces,1,676
1407,Irrelevant Scenes,1,456
1407,Relevant Faces,1,549
1407,Relevant Faces,1,1249
1407,Relevant Scenes,1,835
1407,Relevant Scenes,1,577
1407,Irrelevant Faces,1,436
1407,Relevant Scenes,1,471
1407,Relevant Scenes,1,556
1407,Relevant Scenes,1,493
1407,Irrelevant Faces,1,462
1407,Relevant Scenes,1,556
1407,Irrelevant Faces,1,767
1407,Relevant Scenes,1,660
1407,Relevant Scenes,1,799
1407,Irrelevant Faces,1,516
1407,Irrelevant Faces,1,378
1407,Relevant Scenes,1,509
1407,Irrelevant Faces,1,785
1407,Irrelevant Faces,1,508
1407,Irrelevant Faces,1,442
1407,Relevant Scenes,1,574
1407,Irrelevant Faces,1,396
1407,Irrelevant Faces,1,369
1407,Categorize Scenes,1,1140
1407,Categorize Scenes,1,493
1407,Categorize Faces,1,399
1407,Categorize Scenes,1,514
1407,Categorize Scenes,1,590
1407,Categorize Scenes,1,756
1407,Categorize Faces,1,521
1407,Categorize Scenes,1,535
1407,Categorize Faces,1,617
1407,Categorize Scenes,1,517
1407,Categorize Scenes,1,784
1407,Categorize Faces,1,630
1407,Categorize Faces,1,748
1407,Categorize Scenes,1,687
1407,Categorize Faces,1,612
1407,Categorize Faces,1,591
1407,Categorize Faces,1,453
1407,Categorize Scenes,1,513
1407,Categorize Faces,1,494
1407,Categorize Faces,1,546
1407,Irrelevant Scenes,1,397
1407,Irrelevant Scenes,1,513
1407,Relevant Faces,1,559
1407,Irrelevant Scenes,1,466
1407,Relevant Faces,1,639
1407,Relevant Faces,1,548
1407,Irrelevant Scenes,1,512
1407,Irrelevant Scenes,1,478
1407,Relevant Faces,1,601
1407,Relevant Faces,1,703
1407,Relevant Faces,1,635
1407,Irrelevant Scenes,1,398
1407,Relevant Faces,0,657
1407,Relevant Faces,1,703
1407,Relevant Faces,1,644
1407,Irrelevant Scenes,1,464
1407,Irrelevant Scenes,1,674
1407,Irrelevant Scenes,1,504
1407,Relevant Faces,1,646
1407,Irrelevant Scenes,1,561
1407,Relevant Scenes,1,1139
1407,Relevant Scenes,1,487
1407,Irrelevant Faces,1,525
1407,Relevant Scenes,1,552
1407,Irrelevant Faces,1,533
1407,Irrelevant Faces,1,483
1407,Relevant Scenes,1,695
1407,Relevant Scenes,1,1021
1407,Irrelevant Faces,1,480
1407,Irrelevant Faces,1,614
1407,Irrelevant Faces,1,682
1407,Relevant Scenes,1,684
1407,Irrelevant Faces,1,503
1407,Irrelevant Faces,1,621
1407,Irrelevant Faces,1,522
1407,Relevant Scenes,0,1630
1407,Relevant Scenes,0,649
1407,Relevant Scenes,1,575
1407,Irrelevant Faces,1,517
1407,Relevant Scenes,1,648
1407,Categorize Scenes,1,691
1407,Categorize Scenes,1,416
1407,Categorize Faces,1,565
1407,Categorize Scenes,1,576
1407,Categorize Faces,1,676
1407,Categorize Faces,1,842
1407,Categorize Scenes,1,718
1407,Categorize Scenes,1,684
1407,Categorize Faces,1,503
1407,Categorize Faces,1,709
1407,Categorize Faces,1,466
1407,Categorize Scenes,1,605
1407,Categorize Faces,1,496
1407,Categorize Faces,1,534
1407,Categorize Faces,1,585
1407,Categorize Scenes,1,590
1407,Categorize Scenes,1,529
1407,Categorize Scenes,1,503
1407,Categorize Faces,1,477
1407,Categorize Scenes,1,576
1407,Both Scenes,1,432
1407,Both Scenes,1,493
1407,Both Faces,1,747
1407,Both Scenes,1,422
1407,Both Faces,1,650
1407,Both Faces,1,624
1407,Both Scenes,1,613
1407,Both Scenes,1,835
1407,Both Faces,1,862
1407,Both Faces,1,620
1407,Both Faces,1,791
1407,Both Scenes,0,746
1407,Both Faces,1,629
1407,Both Faces,1,579
1407,Both Faces,1,664
1407,Both Scenes,1,524
1407,Both Scenes,1,599
1407,Both Scenes,1,1005
1407,Both Faces,1,555
1407,Both Scenes,1,1317
1408,Irrelevant Scenes,1,965
1408,Relevant Faces,1,578
1408,Relevant Faces,0,543
1408,Irrelevant Scenes,1,516
1408,Relevant Faces,1,897
1408,Irrelevant Scenes,1,604
1408,Irrelevant Scenes,1,615
1408,Irrelevant Scenes,1,539
1408,Relevant Faces,1,849
1408,Irrelevant Scenes,1,542
1408,Irrelevant Scenes,1,585
1408,Relevant Faces,1,759
1408,Irrelevant Scenes,1,523
1408,Irrelevant Scenes,1,552
1408,Relevant Faces,0,739
1408,Relevant Faces,1,678
1408,Relevant Faces,1,612
1408,Irrelevant Scenes,1,617
1408,Relevant Faces,1,751
1408,Relevant Faces,1,842
1408,Relevant Scenes,1,396
1408,Irrelevant Faces,1,657
1408,Irrelevant Faces,1,543
1408,Relevant Scenes,1,805
1408,Irrelevant Faces,1,481
1408,Relevant Scenes,1,572
1408,Relevant Scenes,1,686
1408,Relevant Scenes,1,691
1408,Irrelevant Faces,1,529
1408,Relevant Scenes,1,789
1408,Relevant Scenes,1,944
1408,Irrelevant Faces,1,718
1408,Relevant Scenes,1,787
1408,Relevant Scenes,1,537
1408,Irrelevant Faces,1,612
1408,Irrelevant Faces,0,0
1408,Irrelevant Faces,0,0
1408,Relevant Scenes,1,656
1408,Irrelevant Faces,1,494
1408,Irrelevant Faces,1,521
1408,Categorize Scenes,0,0
1408,Categorize Faces,1,612
1408,Categorize Faces,1,418
1408,Categorize Scenes,1,591
1408,Categorize Faces,1,740
1408,Categorize Scenes,1,687
1408,Categorize Scenes,1,666
1408,Categorize Scenes,1,1943
1408,Categorize Faces,1,524
1408,Categorize Scenes,1,577
1408,Categorize Scenes,0,0
1408,Categorize Faces,1,561
1408,Categorize Scenes,1,725
1408,Categorize Scenes,1,531
1408,Categorize Faces,1,510
1408,Categorize Faces,1,497
1408,Categorize Faces,1,519
1408,Categorize Scenes,1,828
1408,Categorize Faces,1,554
1408,Categorize Faces,1,573
1408,Both Scenes,1,649
1408,Both Faces,1,518
1408,Both Faces,1,652
1408,Both Scenes,1,802
1408,Both Faces,1,510
1408,Both Scenes,1,776
1408,Both Scenes,1,611
1408,Both Scenes,1,656
1408,Both Faces,1,598
1408,Both Scenes,1,850
1408,Both Scenes,1,637
1408,Both Faces,0,739
1408,Both Scenes,0,896
1408,Both Scenes,1,797
1408,Both Faces,1,945
1408,Both Faces,1,939
1408,Both Faces,0,464
1408,Both Scenes,1,661
1408,Both Faces,1,1027
1408,Both Faces,1,1982
1408,Irrelevant Faces,1,783
1408,Irrelevant Faces,1,541
1408,Relevant Scenes,1,657
1408,Irrelevant Faces,1,564
1408,Irrelevant Faces,1,504
1408,Irrelevant Faces,1,509
1408,Relevant Scenes,1,561
1408,Relevant Scenes,1,558
1408,Irrelevant Faces,1,523
1408,Relevant Scenes,1,633
1408,Relevant Scenes,1,509
1408,Irrelevant Faces,1,552
1408,Relevant Scenes,1,949
1408,Relevant Scenes,1,627
1408,Relevant Scenes,1,1021
1408,Irrelevant Faces,1,521
1408,Relevant Scenes,1,564
1408,Irrelevant Faces,1,546
1408,Irrelevant Faces,1,504
1408,Relevant Scenes,1,1355
1408,Categorize Faces,1,576
1408,Categorize Faces,1,622
1408,Categorize Scenes,1,866
1408,Categorize Faces,1,1245
1408,Categorize Faces,1,410
1408,Categorize Faces,1,432
1408,Categorize Scenes,1,779
1408,Categorize Scenes,1,480
1408,Categorize Faces,0,0
1408,Categorize Scenes,0,930
1408,Categorize Scenes,1,542
1408,Categorize Faces,1,481
1408,Categorize Scenes,1,718
1408,Categorize Scenes,1,532
1408,Categorize Scenes,1,591
1408,Categorize Faces,1,571
1408,Categorize Scenes,0,1134
