Subject,Condition,StimACC,StimRT
1401,Irrelevant Scenes,1,909
1401,Relevant Faces,1,1118
1401,Relevant Faces,1,862
1401,Irrelevant Scenes,0,0
1401,Relevant Faces,1,870
1401,Irrelevant Scenes,0,1031
1401,Irrelevant Scenes,1,871
1401,Irrelevant Scenes,1,928
1401,Relevant Faces,1,912
1401,Irrelevant Scenes,1,815
1401,Irrelevant Scenes,1,1104
1401,Relevant Faces,1,1136
1401,Irrelevant Scenes,1,880
1401,Irrelevant Scenes,1,977
1401,Relevant Faces,1,937
1401,Relevant Faces,1,954
1401,Relevant Faces,1,754
1401,Irrelevant Scenes,1,946
1401,Relevant Faces,1,947
1401,Relevant Faces,1,778
1401,Relevant Scenes,1,1197
1401,Irrelevant Faces,1,1165
1401,Irrelevant Faces,1,981
1401,Relevant Scenes,1,1004
1401,Irrelevant Faces,1,1109
1401,Relevant Scenes,1,789
1401,Relevant Scenes,1,950
1401,Relevant Scenes,1,726
1401,Irrelevant Faces,1,974
1401,Relevant Scenes,1,943
1401,Relevant Scenes,1,1039
1401,Irrelevant Faces,1,1008
1401,Relevant Scenes,1,672
1401,Relevant Scenes,1,968
1401,Irrelevant Faces,1,896
1401,Irrelevant Faces,1,920
1401,Irrelevant Faces,1,600
1401,Relevant Scenes,1,1049
1401,Irrelevant Faces,1,1049
1401,Irrelevant Faces,1,938
1401,Categorize Scenes,1,539
1401,Categorize Faces,1,547
1401,Categorize Faces,1,532
1401,Categorize Scenes,1,836
1401,Categorize Faces,1,548
1401,Categorize Scenes,1,573
1401,Categorize Scenes,1,797
1401,Categorize Scenes,1,582
1401,Categorize Faces,1,622
1401,Categorize Scenes,1,829
1401,Categorize Scenes,1,806
1401,Categorize Faces,1,1190
1401,Categorize Scenes,1,630
1401,Categorize Scenes,1,775
1401,Categorize Faces,1,919
1401,Categorize Faces,1,896
1401,Categorize Faces,1,592
1401,Categorize Scenes,1,816
1401,Categorize Faces,1,1184
1401,Categorize Faces,1,769
1401,Both Scenes,1,821
1401,Both Faces,1,942
1401,Both Faces,1,814
1401,Both Scenes,1,757
1401,Both Faces,1,661
1401,Both Scenes,1,766
1401,Both Scenes,1,703
1401,Both Scenes,1,1231
1401,Both Faces,1,887
1401,Both Scenes,1,767
1401,Both Scenes,1,816
1401,Both Faces,1,896
1401,Both Scenes,0,1425
1401,Both Scenes,1,912
1401,Both Faces,1,816
1401,Both Faces,1,897
1401,Both Faces,1,905
1401,Both Scenes,1,849
1401,Both Faces,1,898
1401,Both Faces,1,890
1401,Irrelevant Faces,1,754
1401,Irrelevant Faces,1,794
1401,Relevant Scenes,1,898
1401,Irrelevant Faces,1,531
1401,Irrelevant Faces,1,827
1401,Irrelevant Faces,1,682
1401,Relevant Scenes,1,1139
1401,Relevant Scenes,1,731
1401,Irrelevant Faces,1,971
1401,Relevant Scenes,1,843
1401,Relevant Scenes,1,1092
1401,Irrelevant Faces,1,916
1401,Relevant Scenes,1,765
1401,Relevant Scenes,1,1229
1401,Relevant Scenes,1,646
1401,Irrelevant Faces,1,726
1401,Relevant Scenes,1,717
1401,Irrelevant Faces,1,902
1401,Irrelevant Faces,1,854
1401,Relevant Scenes,1,878
1401,Categorize Faces,1,664
1401,Categorize Faces,1,576
1401,Categorize Scenes,1,625
1401,Categorize Faces,1,785
1401,Categorize Faces,1,898
1401,Categorize Faces,1,538
1401,Categorize Scenes,1,810
1401,Categorize Scenes,1,795
1401,Categorize Faces,1,683
1401,Categorize Scenes,1,763
1401,Categorize Scenes,1,659
1401,Categorize Faces,1,595
1401,Categorize Scenes,1,659
1401,Categorize Scenes,1,956
1401,Categorize Scenes,1,716
1401,Categorize Faces,1,788
1401,Categorize Scenes,1,861
1401,Categorize Faces,1,597
1401,Categorize Faces,1,957
1401,Categorize Scenes,1,822
1401,Both Faces,1,938
1401,Both Faces,1,922
1401,Both Scenes,1,1131
1401,Both Faces,1,739
1401,Both Faces,1,716
1401,Both Faces,1,643
1401,Both Scenes,1,867
1401,Both Scenes,1,812
1401,Both Faces,1,964
1401,Both Scenes,1,924
1401,Both Scenes,1,941
1401,Both Faces,1,837
1401,Both Scenes,0,0
1401,Both Scenes,1,878
1401,Both Scenes,1,838
1401,Both Faces,1,1406
1401,Both Scenes,1,918
1401,Both Faces,1,926
1401,Both Faces,1,903
1401,Both Scenes,1,959
1401,Relevant Faces,1,881
1401,Relevant Faces,1,881
1401,Irrelevant Scenes,1,873
1401,Relevant Faces,1,746
1401,Relevant Faces,1,738
1401,Relevant Faces,1,954
1401,Irrelevant Scenes,1,1235
1401,Irrelevant Scenes,1,603
1401,Relevant Faces,1,923
1401,Irrelevant Scenes,1,636
1401,Irrelevant Scenes,1,876
1401,Relevant Faces,1,803
1401,Irrelevant Scenes,1,652
1401,Irrelevant Scenes,1,668
1401,Irrelevant Scenes,1,549
1401,Relevant Faces,1,885
1401,Irrelevant Scenes,1,702
1401,Relevant Faces,1,846
1401,Relevant Faces,1,862
1401,Irrelevant Scenes,1,598
1401,Categorize Faces,1,966
1401,Categorize Faces,1,662
1401,Categorize Scenes,1,687
1401,Categorize Faces,1,599
1401,Categorize Faces,1,559
1401,Categorize Faces,1,680
1401,Categorize Scenes,1,680
1401,Categorize Faces,1,593
1401,Categorize Faces,1,489
1401,Categorize Scenes,1,1001
1401,Categorize Scenes,1,658
1401,Categorize Faces,1,810
1401,Categorize Scenes,1,633
1401,Categorize Faces,1,962
1401,Categorize Scenes,1,730
1401,Categorize Scenes,1,610
1401,Categorize Scenes,1,779
1401,Categorize Faces,1,539
1401,Categorize Scenes,0,539
1401,Categorize Scenes,1,772
1401,Both Faces,1,1019
1401,Both Faces,1,819
1401,Both Scenes,1,827
1401,Both Faces,1,756
1401,Both Faces,1,820
1401,Both Faces,1,756
1401,Both Scenes,1,684
1401,Both Faces,1,788
1401,Both Faces,1,629
1401,Both Scenes,1,813
1401,Both Scenes,1,757
1401,Both Faces,1,894
1401,Both Scenes,1,1318
1401,Both Faces,1,918
1401,Both Scenes,1,695
1401,Both Scenes,1,751
1401,Both Scenes,1,751
1401,Both Faces,1,935
1401,Both Scenes,1,815
1401,Both Scenes,1,751
1401,Relevant Faces,1,1277
1401,Relevant Faces,1,1004
1401,Irrelevant Scenes,1,828
1401,Relevant Faces,1,829
1401,Relevant Faces,1,669
1401,Relevant Faces,1,693
1401,Irrelevant Scenes,1,974
1401,Relevant Faces,1,1254
1401,Relevant Faces,1,710
1401,Irrelevant Scenes,1,1143
1401,Irrelevant Scenes,1,559
1401,Relevant Faces,1,608
1401,Irrelevant Scenes,1,815
1401,Relevant Faces,1,751
1401,Irrelevant Scenes,1,680
1401,Irrelevant Scenes,1,416
1401,Irrelevant Scenes,1,689
1401,Relevant Faces,0,985
1401,Irrelevant Scenes,1,865
1401,Irrelevant Scenes,1,713
1401,Irrelevant Faces,1,1190
1401,Irrelevant Faces,1,1126
1401,Relevant Scenes,1,934
1401,Irrelevant Faces,1,574
1401,Irrelevant Faces,1,503
1401,Irrelevant Faces,1,559
1401,Relevant Scenes,1,888
1401,Irrelevant Faces,1,600
1401,Irrelevant Faces,1,495
1401,Relevant Scenes,1,784
1401,Relevant Scenes,1,480
1401,Irrelevant Faces,1,592
1401,Relevant Scenes,1,769
1401,Irrelevant Faces,1,753
1401,Relevant Scenes,1,1058
1401,Relevant Scenes,1,762
1401,Relevant Scenes,1,634
1401,Irrelevant Faces,1,1010
1401,Relevant Scenes,1,1114
1401,Relevant Scenes,1,602
1401,Both Scenes,1,784
1401,Both Scenes,1,569
1401,Both Faces,1,769
1401,Both Scenes,1,586
1401,Both Scenes,1,826
1401,Both Scenes,1,746
1401,Both Faces,1,722
1401,Both Scenes,1,810
1401,Both Faces,1,754
1401,Both Scenes,1,707
1401,Both Scenes,1,747
1401,Both Faces,1,643
1401,Both Faces,1,644
1401,Both Scenes,1,788
1401,Both Faces,1,917
1401,Both Faces,1,781
1401,Both Faces,1,973
1401,Both Scenes,0,1397
1401,Both Faces,0,933
1401,Both Faces,1,669
1401,Irrelevant Scenes,1,1147
1401,Irrelevant Scenes,1,706
1401,Relevant Faces,1,1050
1401,Irrelevant Scenes,1,723
1401,Irrelevant Scenes,1,715
1401,Irrelevant Scenes,1,579
1401,Relevant Faces,1,884
1401,Irrelevant Scenes,1,740
1401,Relevant Faces,1,868
1401,Irrelevant Scenes,1,661
1401,Irrelevant Scenes,1,661
1401,Relevant Faces,1,684
1401,Relevant Faces,1,837
1401,Irrelevant Scenes,1,597
1401,Relevant Faces,1,886
1401,Relevant Faces,1,878
1401,Relevant Faces,1,862
1401,Irrelevant Scenes,1,575
1401,Relevant Faces,1,927
1401,Relevant Faces,1,799
1401,Relevant Scenes,1,889
1401,Relevant Scenes,1,769
1401,Irrelevant Faces,1,682
1401,Relevant Scenes,1,602
1401,Relevant Scenes,1,626
1401,Relevant Scenes,1,731
1401,Irrelevant Faces,1,746
1401,Relevant Scenes,1,674
1401,Irrelevant Faces,1,515
1401,Relevant Scenes,1,931
1401,Relevant Scenes,1,868
1401,Irrelevant Faces,1,820
1401,Irrelevant Faces,1,572
1401,Relevant Scenes,0,1021
1401,Irrelevant Faces,1,589
1401,Irrelevant Faces,1,534
1401,Irrelevant Faces,1,477
1401,Relevant Scenes,1,781
1401,Irrelevant Faces,1,669
1401,Irrelevant Faces,1,614
1401,Categorize Scenes,1,795
1401,Categorize Scenes,1,554
1401,Categorize Faces,1,563
1401,Categorize Scenes,1,1091
1401,Categorize Scenes,1,732
1401,Categorize Scenes,1,716
1401,Categorize Faces,1,580
1401,Categorize Scenes,1,612
1401,Categorize Faces,1,813
1401,Categorize Scenes,1,1005
1401,Categorize Scenes,1,766
1401,Categorize Faces,1,765
1401,Categorize Faces,1,1061
1401,Categorize Scenes,1,726
1401,Categorize Faces,1,1118
1401,Categorize Faces,1,975
1401,Categorize Faces,1,815
1401,Categorize Scenes,1,759
1401,Categorize Faces,1,1119
1401,Categorize Faces,1,752
1401,Irrelevant Scenes,1,867
1401,Irrelevant Scenes,1,493
1401,Relevant Faces,1,635
1401,Irrelevant Scenes,1,494
1401,Relevant Faces,1,556
1401,Relevant Faces,1,532
1401,Irrelevant Scenes,1,596
1401,Irrelevant Scenes,1,599
1401,Relevant Faces,1,800
1401,Relevant Faces,1,656
1401,Relevant Faces,1,608
1401,Irrelevant Scenes,1,689
1401,Relevant Faces,1,776
1401,Relevant Faces,1,1113
1401,Relevant Faces,1,761
1401,Irrelevant Scenes,1,577
1401,Irrelevant Scenes,1,642
1401,Irrelevant Scenes,1,626
1401,Relevant Faces,0,0
1401,Irrelevant Scenes,1,731
1401,Relevant Scenes,1,836
1401,Relevant Scenes,1,573
1401,Irrelevant Faces,1,565
1401,Relevant Scenes,1,549
1401,Irrelevant Faces,1,470
1401,Irrelevant Faces,1,534
1401,Relevant Scenes,1,525
1401,Relevant Scenes,1,590
1401,Irrelevant Faces,1,694
1401,Irrelevant Faces,1,574
1401,Irrelevant Faces,1,551
1401,Relevant Scenes,1,783
1401,Irrelevant Faces,1,448
1401,Irrelevant Faces,1,568
1401,Irrelevant Faces,1,512
1401,Relevant Scenes,1,673
1401,Relevant Scenes,1,872
1401,Relevant Scenes,1,672
1401,Irrelevant Faces,1,593
1401,Relevant Scenes,1,953
1401,Categorize Scenes,1,1070
1401,Categorize Scenes,1,774
1401,Categorize Faces,1,622
1401,Categorize Scenes,1,814
1401,Categorize Faces,1,591
1401,Categorize Faces,1,647
1401,Categorize Scenes,1,591
1401,Categorize Scenes,1,744
1401,Categorize Faces,1,784
1401,Categorize Faces,1,920
1401,Categorize Faces,1,641
1401,Categorize Scenes,1,969
1401,Categorize Faces,1,1217
1401,Categorize Faces,1,1041
1401,Categorize Faces,1,945
1401,Categorize Scenes,1,1002
1401,Categorize Scenes,1,866
1401,Categorize Scenes,1,874
1401,Categorize Faces,1,1139
1401,Categorize Scenes,1,1251
1401,Both Scenes,1,962
1401,Both Scenes,1,739
1401,Both Faces,1,835
1401,Both Scenes,1,875
1401,Both Faces,1,780
1401,Both Faces,1,804
1401,Both Scenes,1,780
1401,Both Scenes,1,803
1401,Both Faces,1,708
1401,Both Faces,1,820
1401,Both Faces,1,765
1401,Both Scenes,1,677
1401,Both Faces,1,750
1401,Both Faces,1,838
1401,Both Faces,1,798
1401,Both Scenes,1,543
1401,Both Scenes,1,854
1401,Both Scenes,1,734
1401,Both Faces,1,935
1401,Both Scenes,1,1007
1402,Irrelevant Scenes,1,746
1402,Relevant Faces,1,331
1402,Relevant Faces,1,787
1402,Irrelevant Scenes,1,483
1402,Relevant Faces,1,660
1402,Irrelevant Scenes,1,420
1402,Irrelevant Scenes,1,397
1402,Irrelevant Scenes,1,509
1402,Relevant Faces,0,653
1402,Irrelevant Scenes,1,510
1402,Irrelevant Scenes,1,485
1402,Relevant Faces,0,645
1402,Irrelevant Scenes,1,518
1402,Irrelevant Scenes,1,542
1402,Relevant Faces,1,711
1402,Relevant Faces,1,863
1402,Relevant Faces,1,911
1402,Irrelevant Scenes,1,552
1402,Relevant Faces,1,1064
1402,Relevant Faces,1,760
1402,Relevant Scenes,1,504
1402,Irrelevant Faces,1,608
1402,Irrelevant Faces,1,464
1402,Relevant Scenes,1,577
1402,Irrelevant Faces,1,665
1402,Relevant Scenes,1,528
1402,Relevant Scenes,1,681
1402,Relevant Scenes,1,649
1402,Irrelevant Faces,1,1121
1402,Relevant Scenes,1,482
1402,Relevant Scenes,1,602
1402,Irrelevant Faces,1,531
1402,Relevant Scenes,1,493
1402,Relevant Scenes,1,523
1402,Irrelevant Faces,1,452
1402,Irrelevant Faces,1,459
1402,Irrelevant Faces,1,515
1402,Relevant Scenes,1,452
1402,Irrelevant Faces,1,452
1402,Irrelevant Faces,1,565
1402,Categorize Scenes,1,1409
1402,Categorize Faces,1,585
1402,Categorize Faces,1,442
1402,Categorize Scenes,1,530
1402,Categorize Faces,1,802
1402,Categorize Scenes,1,851
1402,Categorize Scenes,1,731
1402,Categorize Scenes,1,588
1402,Categorize Faces,1,532
1402,Categorize Scenes,0,459
1402,Categorize Scenes,1,1052
1402,Categorize Faces,1,620
1402,Categorize Scenes,1,668
1402,Categorize Scenes,1,644
1402,Categorize Faces,1,485
1402,Categorize Faces,1,510
1402,Categorize Faces,1,582
1402,Categorize Scenes,1,646
1402,Categorize Faces,1,598
1402,Categorize Faces,1,558
1402,Both Scenes,0,1134
1402,Both Faces,1,454
1402,Both Faces,1,615
1402,Both Scenes,1,766
1402,Both Faces,1,774
1402,Both Scenes,1,511
1402,Both Scenes,1,775
1402,Both Scenes,1,751
1402,Both Faces,1,840
1402,Both Scenes,1,696
1402,Both Scenes,1,769
1402,Both Faces,1,1129
1402,Both Scenes,1,633
1402,Both Scenes,1,817
1402,Both Faces,1,769
1402,Both Faces,1,793
1402,Both Faces,1,826
1402,Both Scenes,0,738
1402,Both Faces,1,826
1402,Both Faces,1,1099
1402,Irrelevant Faces,1,418
1402,Irrelevant Faces,1,434
1402,Relevant Scenes,1,795
1402,Irrelevant Faces,1,419
1402,Irrelevant Faces,1,364
1402,Irrelevant Faces,1,500
1402,Relevant Scenes,1,564
1402,Relevant Scenes,1,565
1402,Irrelevant Faces,1,436
1402,Relevant Scenes,1,564
1402,Relevant Scenes,1,557
1402,Irrelevant Faces,1,533
1402,Relevant Scenes,1,653
1402,Relevant Scenes,1,814
1402,Relevant Scenes,1,542
1402,Irrelevant Faces,1,598
1402,Relevant Scenes,1,431
1402,Irrelevant Faces,1,479
1402,Irrelevant Faces,1,647
1402,Relevant Scenes,1,615
1402,Categorize Faces,1,615
1402,Categorize Faces,1,407
1402,Categorize Scenes,0,399
1402,Categorize Faces,1,375
1402,Categorize Faces,1,431
1402,Categorize Faces,1,552
1402,Categorize Scenes,1,584
1402,Categorize Scenes,1,472
1402,Categorize Faces,1,505
1402,Categorize Scenes,1,497
1402,Categorize Scenes,1,513
1402,Categorize Faces,1,810
1402,Categorize Scenes,1,930
1402,Categorize Scenes,1,793
1402,Categorize Scenes,1,594
1402,Categorize Faces,1,618
1402,Categorize Scenes,1,883
1402,Categorize Faces,1,539
1402,Categorize Faces,1,563
1402,Categorize Scenes,1,1100
1402,Both Faces,1,347
1402,Both Faces,1,555
1402,Both Scenes,1,643
1402,Both Faces,1,780
1402,Both Faces,1,588
1402,Both Faces,1,701
1402,Both Scenes,0,677
1402,Both Scenes,0,493
1402,Both Faces,1,1061
1402,Both Scenes,1,805
1402,Both Scenes,1,765
1402,Both Faces,1,766
1402,Both Scenes,1,750
1402,Both Scenes,1,1598
1402,Both Scenes,1,855
1402,Both Faces,1,871
1402,Both Scenes,1,1152
1402,Both Faces,1,792
1402,Both Faces,1,719
1402,Both Scenes,1,912
1402,Relevant Faces,1,282
1402,Relevant Faces,1,571
1402,Irrelevant Scenes,1,802
1402,Relevant Faces,1,859
1402,Relevant Faces,1,627
1402,Relevant Faces,1,603
1402,Irrelevant Scenes,1,580
1402,Irrelevant Scenes,1,532
1402,Relevant Faces,0,916
1402,Irrelevant Scenes,1,612
1402,Irrelevant Scenes,1,661
1402,Relevant Faces,1,789
1402,Irrelevant Scenes,1,669
1402,Irrelevant Scenes,1,701
1402,Irrelevant Scenes,1,589
1402,Relevant Faces,1,710
1402,Irrelevant Scenes,1,518
1402,Relevant Faces,0,1366
1402,Relevant Faces,1,799
1402,Irrelevant Scenes,1,503
1402,Categorize Faces,1,475
1402,Categorize Faces,1,420
1402,Categorize Scenes,1,612
1402,Categorize Faces,0,388
1402,Categorize Faces,1,516
1402,Categorize Faces,1,396
1402,Categorize Scenes,1,700
1402,Categorize Faces,1,501
1402,Categorize Faces,1,493
1402,Categorize Scenes,1,902
1402,Categorize Scenes,1,566
1402,Categorize Faces,1,606
1402,Categorize Scenes,1,1014
1402,Categorize Faces,1,527
1402,Categorize Scenes,1,951
1402,Categorize Scenes,1,655
1402,Categorize Scenes,1,695
1402,Categorize Faces,1,807
1402,Categorize Scenes,1,704
1402,Categorize Scenes,1,1024
1402,Both Faces,1,604
1402,Both Faces,1,525
1402,Both Scenes,1,1565
1402,Both Faces,1,765
1402,Both Faces,1,734
1402,Both Faces,1,750
1402,Both Scenes,1,975
1402,Both Faces,1,1359
1402,Both Faces,1,711
1402,Both Scenes,1,782
1402,Both Scenes,0,0
1402,Both Faces,1,870
1402,Both Scenes,1,632
1402,Both Faces,1,800
1402,Both Scenes,1,1993
1402,Both Scenes,1,801
1402,Both Scenes,1,985
1402,Both Faces,1,1162
1402,Both Scenes,1,834
1402,Both Scenes,0,522
1402,Relevant Faces,1,657
1402,Relevant Faces,1,754
1402,Irrelevant Scenes,1,682
1402,Relevant Faces,1,1018
1402,Relevant Faces,1,586
1402,Relevant Faces,1,818
1402,Irrelevant Scenes,1,779
1402,Relevant Faces,1,691
1402,Relevant Faces,1,643
1402,Irrelevant Scenes,1,628
1402,Irrelevant Scenes,0,2388
1402,Relevant Faces,1,756
1402,Irrelevant Scenes,1,685
1402,Relevant Faces,1,709
1402,Irrelevant Scenes,1,645
1402,Irrelevant Scenes,1,485
1402,Irrelevant Scenes,1,501
1402,Relevant Faces,1,645
1402,Irrelevant Scenes,1,566
1402,Irrelevant Scenes,1,486
1402,Irrelevant Faces,1,293
1402,Irrelevant Faces,1,293
1402,Relevant Scenes,1,422
1402,Irrelevant Faces,1,534
1402,Irrelevant Faces,1,454
1402,Irrelevant Faces,1,727
1402,Relevant Scenes,1,927
1402,Irrelevant Faces,1,592
1402,Irrelevant Faces,1,680
1402,Relevant Scenes,1,543
1402,Relevant Scenes,1,1064
1402,Irrelevant Faces,1,784
1402,Relevant Scenes,1,656
1402,Irrelevant Faces,1,537
1402,Relevant Scenes,1,625
1402,Relevant Scenes,1,737
1402,Relevant Scenes,1,866
1402,Irrelevant Faces,1,802
1402,Relevant Scenes,1,938
1402,Relevant Scenes,1,826
1402,Both Scenes,1,303
1402,Both Scenes,1,687
1402,Both Faces,1,408
1402,Both Scenes,1,456
1402,Both Scenes,1,793
1402,Both Scenes,1,681
1402,Both Faces,1,905
1402,Both Scenes,1,1577
1402,Both Faces,1,698
1402,Both Scenes,1,770
1402,Both Scenes,1,802
1402,Both Faces,1,858
1402,Both Faces,1,650
1402,Both Scenes,1,715
1402,Both Faces,1,835
1402,Both Faces,1,940
1402,Both Faces,1,676
1402,Both Scenes,1,652
1402,Both Faces,1,812
1402,Both Faces,1,821
1402,Irrelevant Scenes,1,516
1402,Irrelevant Scenes,1,380
1402,Relevant Faces,1,325
1402,Irrelevant Scenes,1,469
1402,Irrelevant Scenes,1,469
1402,Irrelevant Scenes,1,837
1402,Relevant Faces,1,669
1402,Irrelevant Scenes,1,461
1402,Relevant Faces,0,358
1402,Irrelevant Scenes,1,566
1402,Irrelevant Scenes,1,655
1402,Relevant Faces,1,623
1402,Relevant Faces,1,623
1402,Irrelevant Scenes,1,968
1402,Relevant Faces,1,896
1402,Relevant Faces,1,815
1402,Relevant Faces,1,1712
1402,Irrelevant Scenes,1,664
1402,Relevant Faces,1,872
1402,Relevant Faces,1,761
1402,Relevant Scenes,1,552
1402,Relevant Scenes,1,664
1402,Irrelevant Faces,1,624
1402,Relevant Scenes,1,729
1402,Relevant Scenes,1,753
1402,Relevant Scenes,1,737
1402,Irrelevant Faces,1,834
1402,Relevant Scenes,1,586
1402,Irrelevant Faces,1,755
1402,Relevant Scenes,1,2027
1402,Relevant Scenes,1,850
1402,Irrelevant Faces,1,812
1402,Irrelevant Faces,1,499
1402,Relevant Scenes,1,787
1402,Irrelevant Faces,1,604
1402,Irrelevant Faces,1,636
1402,Irrelevant Faces,1,589
1402,Relevant Scenes,1,813
1402,Irrelevant Faces,1,773
1402,Irrelevant Faces,1,461
1402,Categorize Scenes,1,765
1402,Categorize Scenes,1,565
1402,Categorize Faces,1,509
1402,Categorize Scenes,1,1470
1402,Categorize Scenes,1,725
1402,Categorize Scenes,1,509
1402,Categorize Faces,1,822
1402,Categorize Scenes,1,614
1402,Categorize Faces,1,646
1402,Categorize Scenes,1,687
1402,Categorize Scenes,1,919
1402,Categorize Faces,1,591
1402,Categorize Faces,1,600
1402,Categorize Scenes,0,856
1402,Categorize Faces,1,593
1402,Categorize Faces,1,688
1402,Categorize Faces,1,1360
1402,Categorize Scenes,1,633
1402,Categorize Faces,1,641
1402,Categorize Faces,1,689
1402,Irrelevant Scenes,1,655
1402,Irrelevant Scenes,1,384
1402,Relevant Faces,1,632
1402,Irrelevant Scenes,1,416
1402,Relevant Faces,1,433
1402,Relevant Faces,1,577
1402,Irrelevant Scenes,1,553
1402,Irrelevant Scenes,1,562
1402,Relevant Faces,1,673
1402,Relevant Faces,1,809
1402,Relevant Faces,1,770
1402,Irrelevant Scenes,1,522
1402,Relevant Faces,1,819
1402,Relevant Faces,1,539
1402,Relevant Faces,1,755
1402,Irrelevant Scenes,1,1852
1402,Irrelevant Scenes,1,524
1402,Irrelevant Scenes,1,508
1402,Relevant Faces,1,780
1402,Irrelevant Scenes,0,508
1402,Relevant Scenes,1,417
1402,Relevant Scenes,1,570
1402,Irrelevant Faces,1,521
1402,Relevant Scenes,1,522
1402,Irrelevant Faces,1,834
1402,Irrelevant Faces,1,442
1402,Relevant Scenes,1,499
1402,Relevant Scenes,1,971
1402,Irrelevant Faces,1,451
1402,Irrelevant Faces,1,435
1402,Irrelevant Faces,1,508
1402,Relevant Scenes,1,716
1402,Irrelevant Faces,1,564
1402,Irrelevant Faces,1,532
1402,Irrelevant Faces,1,548
1402,Relevant Scenes,1,1093
1402,Relevant Scenes,1,541
1402,Relevant Scenes,1,654
1402,Irrelevant Faces,1,678
1402,Relevant Scenes,1,766
1402,Categorize Scenes,1,659
1402,Categorize Scenes,1,459
1402,Categorize Faces,1,515
1402,Categorize Scenes,1,500
1402,Categorize Faces,1,548
1402,Categorize Faces,1,541
1402,Categorize Scenes,1,916
1402,Categorize Scenes,1,700
1402,Categorize Faces,1,709
1402,Categorize Faces,1,494
1402,Categorize Faces,1,525
1402,Categorize Scenes,1,934
1402,Categorize Faces,1,638
1402,Categorize Faces,1,623
1402,Categorize Faces,1,551
1402,Categorize Scenes,1,647
1402,Categorize Scenes,1,806
1402,Categorize Scenes,1,623
1402,Categorize Faces,1,534
1402,Categorize Scenes,1,743
1402,Both Scenes,1,410
1402,Both Scenes,1,666
1402,Both Faces,1,634
1402,Both Scenes,1,683
1402,Both Faces,1,835
1402,Both Faces,1,843
1402,Both Scenes,1,812
1402,Both Scenes,1,716
1402,Both Faces,1,708
1402,Both Faces,1,853
1402,Both Faces,1,765
1402,Both Scenes,1,820
1402,Both Faces,1,685
1402,Both Faces,1,661
1402,Both Faces,1,894
1402,Both Scenes,1,526
1402,Both Scenes,1,598
1402,Both Scenes,1,759
1402,Both Faces,1,759
1402,Both Scenes,1,1015
1403,Irrelevant Scenes,1,1158
1403,Relevant Faces,1,805
1403,Relevant Faces,1,829
1403,Irrelevant Scenes,1,878
1403,Relevant Faces,1,750
1403,Irrelevant Scenes,1,806
1403,Irrelevant Scenes,1,783
1403,Irrelevant Scenes,1,607
1403,Relevant Faces,1,848
1403,Irrelevant Scenes,1,488
1403,Irrelevant Scenes,1,608
1403,Relevant Faces,1,937
1403,Irrelevant Scenes,1,488
1403,Irrelevant Scenes,1,584
1403,Relevant Faces,1,1225
1403,Relevant Faces,1,737
1403,Relevant Faces,1,770
1403,Irrelevant Scenes,1,493
1403,Relevant Faces,1,778
1403,Relevant Faces,1,811
1403,Relevant Scenes,1,458
1403,Irrelevant Faces,1,754
1403,Irrelevant Faces,1,522
1403,Relevant Scenes,1,770
1403,Irrelevant Faces,1,579
1403,Relevant Scenes,1,819
1403,Relevant Scenes,1,1276
1403,Relevant Scenes,1,747
1403,Irrelevant Faces,1,499
1403,Relevant Scenes,1,700
1403,Relevant Scenes,1,700
1403,Irrelevant Faces,1,428
1403,Relevant Scenes,1,613
1403,Relevant Scenes,1,405
1403,Irrelevant Faces,1,470
1403,Irrelevant Faces,1,422
1403,Irrelevant Faces,1,446
1403,Relevant Scenes,1,678
1403,Irrelevant Faces,1,430
1403,Irrelevant Faces,1,350
1403,Categorize Scenes,1,494
1403,Categorize Faces,1,443
1403,Categorize Faces,1,379
1403,Categorize Scenes,1,460
1403,Categorize Faces,1,494
1403,Categorize Scenes,1,468
1403,Categorize Scenes,1,445
1403,Categorize Scenes,1,525
1403,Categorize Faces,1,470
1403,Categorize Scenes,1,678
1403,Categorize Scenes,1,517
1403,Categorize Faces,1,446
1403,Categorize Scenes,1,502
1403,Categorize Scenes,1,566
1403,Categorize Faces,1,543
1403,Categorize Faces,1,471
1403,Categorize Faces,1,448
1403,Categorize Scenes,1,408
1403,Categorize Faces,1,432
1403,Categorize Faces,1,449
1403,Both Scenes,1,429
1403,Both Faces,1,461
1403,Both Faces,0,629
1403,Both Scenes,1,934
1403,Both Faces,1,934
1403,Both Scenes,1,1038
1403,Both Scenes,1,798
1403,Both Scenes,1,830
1403,Both Faces,1,1047
1403,Both Scenes,1,807
1403,Both Scenes,1,832
1403,Both Faces,1,888
1403,Both Scenes,1,1352
1403,Both Scenes,1,1168
1403,Both Faces,1,745
1403,Both Faces,1,816
1403,Both Faces,1,777
1403,Both Scenes,1,817
1403,Both Faces,1,833
1403,Both Faces,1,818
1403,Irrelevant Faces,1,494
1403,Irrelevant Faces,1,426
1403,Relevant Scenes,1,546
1403,Irrelevant Faces,1,531
1403,Irrelevant Faces,1,475
1403,Irrelevant Faces,1,523
1403,Relevant Scenes,1,644
1403,Relevant Scenes,1,772
1403,Irrelevant Faces,1,516
1403,Relevant Scenes,1,668
1403,Relevant Scenes,1,701
1403,Irrelevant Faces,1,508
1403,Relevant Scenes,1,605
1403,Relevant Scenes,1,629
1403,Relevant Scenes,1,773
