ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	119	1	1		Faces					102604	101614						
TRSEscan	119	1	2	Scenes	Faces	4390	109505	105215	0			Novel	Irrelevant	1	105102	104612	921
TRSEscan	119	1	3	Faces	Faces	2390	112497	110207	1			Novel	Relevant	1	110094	109604	601
TRSEscan	119	1	4	Faces	Faces	2390	115495	113205	0			Novel	Relevant	1	113092	112602	851
TRSEscan	119	1	5	Scenes	Faces	4390	120493	116203	2			Novel	Irrelevant	1	116090	115600	733
TRSEscan	119	1	6	Faces	Faces	6390	127485	121195	1			Repeat	Relevant	1	121082	120592	685
TRSEscan	119	1	7	Scenes	Faces	6390	134487	128197	1			Repeat	Irrelevant	1	128084	127594	578
TRSEscan	119	1	8	Scenes	Faces	4390	139489	135199	0			Novel	Irrelevant	1	135086	134596	672
TRSEscan	119	1	9	Scenes	Faces	2390	142480	140190	0			Repeat	Irrelevant	1	140078	139588	680
TRSEscan	119	1	10	Faces	Faces	4390	147479	143189	3			Novel	Relevant	1	143076	142586	914
TRSEscan	119	1	11	Scenes	Faces	6390	154470	148180	1			Repeat	Irrelevant	1	148068	147578	578
TRSEscan	119	1	12	Scenes	Faces	2390	157472	155182	0			Novel	Irrelevant	1	155069	154579	617
TRSEscan	119	1	13	Faces	Faces	4390	162471	158181	2			Repeat	Relevant	1	158067	157577	763
TRSEscan	119	1	14	Scenes	Faces	2390	165462	163172	1			Repeat	Irrelevant	1	163060	162570	618
TRSEscan	119	1	15	Scenes	Faces	6390	172461	166171	0			Novel	Irrelevant	1	166058	165568	580
TRSEscan	119	1	16	Faces	Faces	6390	179462	173172	2			Repeat	Relevant	1	173059	172569	1002
TRSEscan	119	1	17	Faces	Faces	2390	182464	180174	0			Novel	Relevant	1	180061	179571	920
TRSEscan	119	1	18	Faces	Faces	4390	187463	183173	0			Repeat	Relevant	1	183059	182569	986
TRSEscan	119	1	19	Scenes	Faces	2390	190454	188164	3			Novel	Irrelevant	1	188052	187562	633
TRSEscan	119	1	20	Faces	Faces	6390	197453	191163	1			Novel	Relevant	1	191050	190560	803
TRSEscan	119	1	21	Faces	Faces	4390	202454	198164	0			Novel	Relevant	1	198051	197561	802
TRSEscan	119	2	1		Scenes					233878	232888						
TRSEscan	119	2	2	Scenes	Scenes	4390	240780	236490	0			Novel	Relevant	1	236377	235887	899
TRSEscan	119	2	3	Faces	Scenes	2390	243772	241482	1			Novel	Irrelevant	1	241369	240879	691
TRSEscan	119	2	4	Faces	Scenes	2390	246770	244480	0			Novel	Irrelevant	1	244367	243877	845
TRSEscan	119	2	5	Scenes	Scenes	4390	251768	247478	2			Novel	Relevant	1	247365	246875	727
TRSEscan	119	2	6	Faces	Scenes	6390	258760	252470	1			Repeat	Irrelevant	1	252357	251867	671
TRSEscan	119	2	7	Scenes	Scenes	6390	265762	259472	1			Repeat	Relevant	1	259359	258869	844
TRSEscan	119	2	8	Scenes	Scenes	4390	270764	266474	0			Novel	Relevant	1	266361	265871	554
TRSEscan	119	2	9	Scenes	Scenes	2390	273755	271465	0			Repeat	Relevant	1	271353	270863	714
TRSEscan	119	2	10	Faces	Scenes	4390	278754	274464	3			Novel	Irrelevant	1	274351	273861	764
TRSEscan	119	2	11	Scenes	Scenes	6390	285745	279455	1			Repeat	Relevant	1	279343	278853	668
TRSEscan	119	2	12	Scenes	Scenes	2390	288747	286457	0			Novel	Relevant	1	286344	285854	723
TRSEscan	119	2	13	Faces	Scenes	4390	293745	289455	2			Repeat	Irrelevant	1	289342	288852	613
TRSEscan	119	2	14	Scenes	Scenes	2390	296737	294447	1			Repeat	Relevant	1	294334	293844	733
TRSEscan	119	2	15	Scenes	Scenes	6390	303736	297446	0			Novel	Relevant	1	297333	296843	958
TRSEscan	119	2	16	Faces	Scenes	6390	310737	304447	2			Repeat	Irrelevant	1	304334	303844	764
TRSEscan	119	2	17	Faces	Scenes	2390	313739	311449	0			Novel	Irrelevant	1	311336	310846	786
TRSEscan	119	2	18	Faces	Scenes	4390	318737	314447	0			Repeat	Irrelevant	1	314334	313844	692
TRSEscan	119	2	19	Scenes	Scenes	2390	321729	319439	3			Novel	Relevant	1	319326	318836	892
TRSEscan	119	2	20	Faces	Scenes	6390	328728	322438	1			Novel	Irrelevant	1	322324	321834	742
TRSEscan	119	2	21	Faces	Scenes	4390	333729	329439	0			Novel	Irrelevant	1	329326	328836	716
TRSEscan	119	3	1		Categorize					367047	366057						
TRSEscan	119	3	2	Scenes	Categorize	4390	373948	369658	0			Novel	Irrelevant	1	369545	369055	936
TRSEscan	119	3	3	Faces	Categorize	2390	376939	374649	1			Novel	Irrelevant	1	374537	374047	656
TRSEscan	119	3	4	Faces	Categorize	2390	379938	377648	0			Novel	Irrelevant	1	377535	377045	610
TRSEscan	119	3	5	Scenes	Categorize	4390	384936	380646	2			Novel	Irrelevant	1	380533	380043	660
TRSEscan	119	3	6	Faces	Categorize	6390	391928	385638	1			Repeat	Irrelevant	1	385525	385035	676
TRSEscan	119	3	7	Scenes	Categorize	6390	398930	392640	1			Repeat	Irrelevant	1	392527	392037	586
TRSEscan	119	3	8	Scenes	Categorize	4390	403931	399641	0			Novel	Irrelevant	1	399528	399038	688
TRSEscan	119	3	9	Scenes	Categorize	2390	406923	404633	0			Repeat	Irrelevant	1	404520	404030	808
TRSEscan	119	3	10	Faces	Categorize	4390	411921	407631	3			Novel	Irrelevant	1	407518	407028	714
TRSEscan	119	3	11	Scenes	Categorize	6390	418913	412623	1			Repeat	Irrelevant	1	412510	412020	602
TRSEscan	119	3	12	Scenes	Categorize	2390	421915	419625	0			Novel	Irrelevant	1	419512	419022	736
TRSEscan	119	3	13	Faces	Categorize	4390	426913	422623	2			Repeat	Irrelevant	1	422510	422020	754
