ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	121	1	1		Faces					72730	71740						
TRSEscan	121	1	2	Scenes	Faces	4390	79631	75341	0			Novel	Irrelevant	1	75228	74738	1290
TRSEscan	121	1	3	Faces	Faces	2390	82623	80333	1			Novel	Relevant	1	80220	79730	642
TRSEscan	121	1	4	Faces	Faces	2390	85621	83331	0			Novel	Relevant	1	83218	82728	820
TRSEscan	121	1	5	Scenes	Faces	4390	90620	86330	2			Novel	Irrelevant	1	86216	85726	542
TRSEscan	121	1	6	Faces	Faces	6390	97611	91321	1			Repeat	Relevant	1	91209	90719	685
TRSEscan	121	1	7	Scenes	Faces	6390	104613	98323	1			Repeat	Irrelevant	1	98210	97720	435
TRSEscan	121	1	8	Scenes	Faces	4390	109615	105325	0			Novel	Irrelevant	1	105212	104722	521
TRSEscan	121	1	9	Scenes	Faces	2390	112607	110317	0			Repeat	Irrelevant	1	110204	109714	409
TRSEscan	121	1	10	Faces	Faces	4390	117605	113315	3			Novel	Relevant	1	113202	112712	579
TRSEscan	121	1	11	Scenes	Faces	6390	124597	118307	1			Repeat	Irrelevant	1	118194	117704	427
TRSEscan	121	1	12	Scenes	Faces	2390	127599	125309	0			Novel	Irrelevant	1	125196	124706	497
TRSEscan	121	1	13	Faces	Faces	4390	132597	128307	2			Repeat	Relevant	1	128194	127704	563
TRSEscan	121	1	14	Scenes	Faces	2390	135589	133299	1			Repeat	Irrelevant	1	133186	132696	403
TRSEscan	121	1	15	Scenes	Faces	6390	142587	136297	0			Novel	Irrelevant	1	136184	135694	477
TRSEscan	121	1	16	Faces	Faces	6390	149589	143299	2			Repeat	Relevant	1	143186	142696	731
TRSEscan	121	1	17	Faces	Faces	2390	152591	150301	0			Novel	Relevant	1	150188	149698	513
TRSEscan	121	1	18	Faces	Faces	4390	157589	153299	0			Repeat	Relevant	0	153186	152696	531
TRSEscan	121	1	19	Scenes	Faces	2390	160581	158291	3			Novel	Irrelevant	1	158178	157688	763
TRSEscan	121	1	20	Faces	Faces	6390	167580	161290	1			Novel	Relevant	1	161177	160687	924
TRSEscan	121	1	21	Faces	Faces	4390	172581	168291	0			Novel	Relevant	1	168178	167688	771
TRSEscan	121	2	1		Scenes					205363	204373						
TRSEscan	121	2	2	Scenes	Scenes	4390	212264	207974	0			Novel	Relevant	1	207861	207371	903
TRSEscan	121	2	3	Faces	Scenes	2390	215256	212966	1			Novel	Irrelevant	1	212853	212363	767
TRSEscan	121	2	4	Faces	Scenes	2390	218254	215964	0			Novel	Irrelevant	1	215851	215361	577
TRSEscan	121	2	5	Scenes	Scenes	4390	223253	218963	2			Novel	Relevant	1	218850	218360	690
TRSEscan	121	2	6	Faces	Scenes	6390	230244	223954	1			Repeat	Irrelevant	1	223842	223352	594
TRSEscan	121	2	7	Scenes	Scenes	6390	237246	230956	1			Repeat	Relevant	1	230843	230353	577
TRSEscan	121	2	8	Scenes	Scenes	4390	242248	237958	0			Novel	Relevant	1	237845	237355	551
TRSEscan	121	2	9	Scenes	Scenes	2390	245240	242950	0			Repeat	Relevant	1	242837	242347	831
TRSEscan	121	2	10	Faces	Scenes	4390	250238	245948	3			Novel	Irrelevant	1	245835	245345	657
TRSEscan	121	2	11	Scenes	Scenes	6390	257230	250940	1			Repeat	Relevant	1	250827	250337	657
TRSEscan	121	2	12	Scenes	Scenes	2390	260232	257942	0			Novel	Relevant	1	257829	257339	623
TRSEscan	121	2	13	Faces	Scenes	4390	265230	260940	2			Repeat	Irrelevant	1	260827	260337	585
TRSEscan	121	2	14	Scenes	Scenes	2390	268222	265932	1			Repeat	Relevant	1	265819	265329	577
TRSEscan	121	2	15	Scenes	Scenes	6390	275220	268930	0			Novel	Relevant	1	268817	268327	667
TRSEscan	121	2	16	Faces	Scenes	6390	282222	275932	2			Repeat	Irrelevant	1	275819	275329	609
TRSEscan	121	2	17	Faces	Scenes	2390	285224	282934	0			Novel	Irrelevant	1	282821	282331	574
