ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	112	1	1		Faces					88073	87083						
TRSEscan	112	1	2	Scenes	Faces	4390	94974	90684	0			Novel	Irrelevant	1	90571	90081	719
TRSEscan	112	1	3	Faces	Faces	2390	97966	95676	1			Novel	Relevant	1	95563	95073	1031
TRSEscan	112	1	4	Faces	Faces	2390	100964	98674	0			Novel	Relevant	1	98561	98071	729
TRSEscan	112	1	5	Scenes	Faces	4390	105963	101673	2			Novel	Irrelevant	1	101560	101070	554
TRSEscan	112	1	6	Faces	Faces	6390	112955	106665	1			Repeat	Relevant	1	106552	106062	938
TRSEscan	112	1	7	Scenes	Faces	6390	119956	113666	1			Repeat	Irrelevant	1	113553	113063	544
TRSEscan	112	1	8	Scenes	Faces	4390	124958	120668	0			Novel	Irrelevant	1	120555	120065	518
TRSEscan	112	1	9	Scenes	Faces	2390	127950	125660	0			Repeat	Irrelevant	1	125547	125057	550
TRSEscan	112	1	10	Faces	Faces	4390	132948	128658	3			Novel	Relevant	1	128545	128055	640
TRSEscan	112	1	11	Scenes	Faces	6390	139940	133650	1			Repeat	Irrelevant	1	133537	133047	400
TRSEscan	112	1	12	Scenes	Faces	2390	142942	140652	0			Novel	Irrelevant	1	140539	140049	486
TRSEscan	112	1	13	Faces	Faces	4390	147940	143650	2			Repeat	Relevant	1	143537	143047	624
TRSEscan	112	1	14	Scenes	Faces	2390	150932	148642	1			Repeat	Irrelevant	1	148529	148039	520
TRSEscan	112	1	15	Scenes	Faces	6390	157930	151640	0			Novel	Irrelevant	1	151527	151037	522
TRSEscan	112	1	16	Faces	Faces	6390	164932	158642	2			Repeat	Relevant	0	158529	158039	656
TRSEscan	112	1	17	Faces	Faces	2390	167934	165644	0			Novel	Relevant	1	165531	165041	990
TRSEscan	112	1	18	Faces	Faces	4390	172932	168642	0			Repeat	Relevant	1	168529	168039	679
TRSEscan	112	1	19	Scenes	Faces	2390	175924	173634	3			Novel	Irrelevant	1	173521	173031	495
TRSEscan	112	1	20	Faces	Faces	6390	182922	176632	1			Novel	Relevant	1	176519	176029	753
TRSEscan	112	1	21	Faces	Faces	4390	187924	183634	0			Novel	Relevant	1	183521	183031	647
TRSEscan	112	2	1		Scenes					217724	216734						
TRSEscan	112	2	2	Scenes	Scenes	4390	224625	220335	0			Novel	Relevant	1	220222	219732	1026
TRSEscan	112	2	3	Faces	Scenes	2390	227617	225327	1			Novel	Irrelevant	1	225214	224724	553
TRSEscan	112	2	4	Faces	Scenes	2390	230615	228325	0			Novel	Irrelevant	1	228212	227722	507
TRSEscan	112	2	5	Scenes	Scenes	4390	235614	231324	2			Novel	Relevant	1	231211	230721	660
TRSEscan	112	2	6	Faces	Scenes	6390	242605	236315	1			Repeat	Irrelevant	1	236203	235713	508
TRSEscan	112	2	7	Scenes	Scenes	6390	249607	243317	1			Repeat	Relevant	1	243204	242714	499
TRSEscan	112	2	8	Scenes	Scenes	4390	254609	250319	0			Novel	Relevant	1	250206	249716	793
TRSEscan	112	2	9	Scenes	Scenes	2390	257601	255311	0			Repeat	Relevant	1	255198	254708	993
TRSEscan	112	2	10	Faces	Scenes	4390	262599	258309	3			Novel	Irrelevant	1	258196	257706	651
TRSEscan	112	2	11	Scenes	Scenes	6390	269591	263301	1			Repeat	Relevant	1	263188	262698	835
TRSEscan	112	2	12	Scenes	Scenes	2390	272593	270303	0			Novel	Relevant	1	270190	269700	696
TRSEscan	112	2	13	Faces	Scenes	4390	277591	273301	2			Repeat	Irrelevant	1	273188	272698	530
TRSEscan	112	2	14	Scenes	Scenes	2390	280583	278293	1			Repeat	Relevant	1	278180	277690	811
TRSEscan	112	2	15	Scenes	Scenes	6390	287581	281291	0			Novel	Relevant	1	281178	280688	732
TRSEscan	112	2	16	Faces	Scenes	6390	294583	288293	2			Repeat	Irrelevant	1	288180	287690	426
TRSEscan	112	2	17	Faces	Scenes	2390	297585	295295	0			Novel	Irrelevant	1	295182	294692	496
TRSEscan	112	2	18	Faces	Scenes	4390	302583	298293	0			Repeat	Irrelevant	1	298180	297690	530
TRSEscan	112	2	19	Scenes	Scenes	2390	305575	303285	3			Novel	Relevant	0	303172	302682	722
TRSEscan	112	2	20	Faces	Scenes	6390	312573	306283	1			Novel	Irrelevant	1	306170	305680	620
TRSEscan	112	2	21	Faces	Scenes	4390	317575	313285	0			Novel	Irrelevant	1	313172	312682	578
TRSEscan	112	3	1		Categorize					348932	347942						
TRSEscan	112	3	2	Scenes	Categorize	4390	355834	351544	0			Novel	Irrelevant	1	351431	350941	590
TRSEscan	112	3	3	Faces	Categorize	2390	358825	356535	1			Novel	Irrelevant	1	356423	355933	526
TRSEscan	112	3	4	Faces	Categorize	2390	361824	359534	0			Novel	Irrelevant	1	359421	358931	520
TRSEscan	112	3	5	Scenes	Categorize	4390	366822	362532	2			Novel	Irrelevant	1	362419	361929	522
TRSEscan	112	3	6	Faces	Categorize	6390	373814	367524	1			Repeat	Irrelevant	1	367411	366921	450
TRSEscan	112	3	7	Scenes	Categorize	6390	380816	374526	1			Repeat	Irrelevant	1	374413	373923	648
TRSEscan	112	3	8	Scenes	Categorize	4390	385818	381528	0			Novel	Irrelevant	1	381415	380925	670
TRSEscan	112	3	9	Scenes	Categorize	2390	388809	386519	0			Repeat	Irrelevant	1	386407	385917	509
TRSEscan	112	3	10	Faces	Categorize	4390	393808	389518	3			Novel	Irrelevant	1	389405	388915	503
TRSEscan	112	3	11	Scenes	Categorize	6390	400799	394509	1			Repeat	Irrelevant	1	394397	393907	607
TRSEscan	112	3	12	Scenes	Categorize	2390	403801	401511	0			Novel	Irrelevant	1	401398	400908	758
TRSEscan	112	3	13	Faces	Categorize	4390	408800	404510	2			Repeat	Irrelevant	1	404397	403907	527
TRSEscan	112	3	14	Scenes	Categorize	2390	411791	409501	1			Repeat	Irrelevant	1	409389	408899	487
TRSEscan	112	3	15	Scenes	Categorize	6390	418790	412500	0			Novel	Irrelevant	1	412387	411897	521
TRSEscan	112	3	16	Faces	Categorize	6390	425791	419501	2			Repeat	Irrelevant	1	419388	418898	560
TRSEscan	112	3	17	Faces	Categorize	2390	428793	426503	0			Novel	Irrelevant	1	426390	425900	454
TRSEscan	112	3	18	Faces	Categorize	4390	433792	429502	0			Repeat	Irrelevant	1	429389	428899	495
TRSEscan	112	3	19	Scenes	Categorize	2390	436783	434493	3			Novel	Irrelevant	1	434381	433891	694
TRSEscan	112	3	20	Faces	Categorize	6390	443782	437492	1			Novel	Irrelevant	1	437379	436889	616
TRSEscan	112	3	21	Faces	Categorize	4390	448784	444494	0			Novel	Irrelevant	1	444381	443891	494
TRSEscan	112	4	1		Both					480409	479419						
TRSEscan	112	4	2	Scenes	Both	4390	487310	483020	0			Novel	Relevant	0	482907	482417	1856
TRSEscan	112	4	3	Faces	Both	2390	490302	488012	1			Novel	Relevant	1	487899	487409	1216
TRSEscan	112	4	4	Faces	Both	2390	493300	491010	0			Novel	Relevant	1	490897	490407	945
TRSEscan	112	4	5	Scenes	Both	4390	498299	494009	2			Novel	Relevant	1	493896	493406	1042
TRSEscan	112	4	6	Faces	Both	6390	505291	499001	1			Repeat	Relevant	0	498888	498398	1394
TRSEscan	112	4	7	Scenes	Both	6390	512292	506002	1			Repeat	Relevant	1	505889	505399	977
TRSEscan	112	4	8	Scenes	Both	4390	517294	513004	0			Novel	Relevant	1	512891	512401	1111
TRSEscan	112	4	9	Scenes	Both	2390	520286	517996	0			Repeat	Relevant	1	517883	517393	1151
TRSEscan	112	4	10	Faces	Both	4390	525284	520994	3			Novel	Relevant	1	520881	520391	913
TRSEscan	112	4	11	Scenes	Both	6390	532276	525986	1			Repeat	Relevant	1	525873	525383	969
TRSEscan	112	4	12	Scenes	Both	2390	535278	532988	0			Novel	Relevant	1	532875	532385	1046
TRSEscan	112	4	13	Faces	Both	4390	540276	535986	2			Repeat	Relevant	0	535873	535383	1152
TRSEscan	112	4	14	Scenes	Both	2390	543268	540978	1			Repeat	Relevant	1	540865	540375	1152
TRSEscan	112	4	15	Scenes	Both	6390	550266	543976	0			Novel	Relevant	1	543863	543373	826
TRSEscan	112	4	16	Faces	Both	6390	557268	550978	2			Repeat	Relevant	1	550865	550375	1248
TRSEscan	112	4	17	Faces	Both	2390	560270	557980	0			Novel	Relevant	1	557867	557377	774
TRSEscan	112	4	18	Faces	Both	4390	565268	560978	0			Repeat	Relevant	1	560865	560375	968
TRSEscan	112	4	19	Scenes	Both	2390	568260	565970	3			Novel	Relevant	1	565857	565367	1112
TRSEscan	112	4	20	Faces	Both	6390	575258	568968	1			Novel	Relevant	1	568855	568365	802
TRSEscan	112	4	21	Faces	Both	4390	580260	575970	0			Novel	Relevant	1	575857	575367	840
TRSEscan	112	5	1		Scenes					87317	86327						
TRSEscan	112	5	2	Faces	Scenes	2390	92218	89928	0			Novel	Irrelevant	1	89815	89325	420
TRSEscan	112	5	3	Faces	Scenes	4390	97216	92926	0			Novel	Irrelevant	1	92813	92323	510
TRSEscan	112	5	4	Scenes	Scenes	6390	104208	97918	2			Novel	Relevant	1	97805	97315	429
TRSEscan	112	5	5	Faces	Scenes	4390	109210	104920	1			Repeat	Irrelevant	1	104807	104317	595
TRSEscan	112	5	6	Faces	Scenes	2390	112202	109912	0			Repeat	Irrelevant	1	109799	109309	507
TRSEscan	112	5	7	Faces	Scenes	6390	119200	112910	0			Novel	Irrelevant	1	112797	112307	493
TRSEscan	112	5	8	Scenes	Scenes	2390	122202	119912	3			Novel	Relevant	1	119799	119309	659
TRSEscan	112	5	9	Scenes	Scenes	4390	127200	122910	0			Repeat	Relevant	1	122797	122307	725
TRSEscan	112	5	10	Faces	Scenes	2390	130192	127902	2			Repeat	Irrelevant	1	127789	127299	581
TRSEscan	112	5	11	Scenes	Scenes	4390	135190	130900	1			Repeat	Relevant	1	130787	130297	751
TRSEscan	112	5	12	Scenes	Scenes	6390	142182	135892	0			Novel	Relevant	1	135779	135289	567
TRSEscan	112	5	13	Faces	Scenes	4390	147184	142894	2			Novel	Irrelevant	1	142781	142291	557
TRSEscan	112	5	14	Scenes	Scenes	2390	150175	147885	1			Repeat	Relevant	1	147773	147283	980
TRSEscan	112	5	15	Scenes	Scenes	6390	157174	150884	0			Novel	Relevant	1	150771	150281	1062
TRSEscan	112	5	16	Scenes	Scenes	4390	162176	157886	0			Novel	Relevant	1	157773	157283	820
TRSEscan	112	5	17	Faces	Scenes	6390	169167	162877	3			Novel	Irrelevant	1	162765	162275	628
TRSEscan	112	5	18	Scenes	Scenes	2390	172169	169879	1			Repeat	Relevant	1	169766	169276	907
TRSEscan	112	5	19	Faces	Scenes	2390	175168	172878	1			Repeat	Irrelevant	1	172765	172275	628
TRSEscan	112	5	20	Faces	Scenes	6390	182166	175876	0			Novel	Irrelevant	1	175763	175273	598
TRSEscan	112	5	21	Scenes	Scenes	4390	187168	182878	2			Novel	Relevant	1	182765	182275	780
TRSEscan	112	6	1		Categorize					220351	219361						
TRSEscan	112	6	2	Faces	Categorize	2390	225252	222962	0			Novel	Irrelevant	1	222849	222359	543
TRSEscan	112	6	3	Faces	Categorize	4390	230251	225961	0			Novel	Irrelevant	1	225848	225358	464
TRSEscan	112	6	4	Scenes	Categorize	6390	237242	230952	2			Novel	Irrelevant	1	230840	230350	592
TRSEscan	112	6	5	Faces	Categorize	4390	242244	237954	1			Repeat	Irrelevant	1	237841	237351	439
TRSEscan	112	6	6	Faces	Categorize	2390	245236	242946	0			Repeat	Irrelevant	1	242833	242343	471
TRSEscan	112	6	7	Faces	Categorize	6390	252234	245944	0			Novel	Irrelevant	1	245831	245341	481
TRSEscan	112	6	8	Scenes	Categorize	2390	255236	252946	3			Novel	Irrelevant	1	252833	252343	471
TRSEscan	112	6	9	Scenes	Categorize	4390	260235	255945	0			Repeat	Irrelevant	1	255832	255342	560
TRSEscan	112	6	10	Faces	Categorize	2390	263226	260936	2			Repeat	Irrelevant	1	260824	260334	495
TRSEscan	112	6	11	Scenes	Categorize	4390	268225	263935	1			Repeat	Irrelevant	1	263822	263332	641
TRSEscan	112	6	12	Scenes	Categorize	6390	275216	268926	0			Novel	Irrelevant	1	268814	268324	625
TRSEscan	112	6	13	Faces	Categorize	4390	280218	275928	2			Novel	Irrelevant	1	275815	275325	648
TRSEscan	112	6	14	Scenes	Categorize	2390	283210	280920	1			Repeat	Irrelevant	1	280807	280317	504
TRSEscan	112	6	15	Scenes	Categorize	6390	290208	283918	0			Novel	Irrelevant	1	283805	283315	578
TRSEscan	112	6	16	Scenes	Categorize	4390	295210	290920	0			Novel	Irrelevant	1	290807	290317	480
TRSEscan	112	6	17	Faces	Categorize	6390	302202	295912	3			Novel	Irrelevant	1	295799	295309	456
TRSEscan	112	6	18	Scenes	Categorize	2390	305204	302914	1			Repeat	Irrelevant	1	302801	302311	638
TRSEscan	112	6	19	Faces	Categorize	2390	308202	305912	1			Repeat	Irrelevant	1	305799	305309	496
TRSEscan	112	6	20	Faces	Categorize	6390	315200	308910	0			Novel	Irrelevant	1	308797	308307	498
TRSEscan	112	6	21	Scenes	Categorize	4390	320202	315912	2			Novel	Irrelevant	1	315799	315309	671
TRSEscan	112	7	1		Both					351576	350586						
TRSEscan	112	7	2	Faces	Both	2390	356478	354188	0			Novel	Relevant	1	354075	353585	467
TRSEscan	112	7	3	Faces	Both	4390	361476	357186	0			Novel	Relevant	1	357073	356583	677
TRSEscan	112	7	4	Scenes	Both	6390	368468	362178	2			Novel	Relevant	0	362065	361575	773
TRSEscan	112	7	5	Faces	Both	4390	373470	369180	1			Repeat	Relevant	1	369067	368577	1202
TRSEscan	112	7	6	Faces	Both	2390	376461	374171	0			Repeat	Relevant	1	374059	373569	938
TRSEscan	112	7	7	Faces	Both	6390	383460	377170	0			Novel	Relevant	1	377057	376567	692
TRSEscan	112	7	8	Scenes	Both	2390	386462	384172	3			Novel	Relevant	1	384058	383568	1011
TRSEscan	112	7	9	Scenes	Both	4390	391460	387170	0			Repeat	Relevant	1	387057	386567	844
TRSEscan	112	7	10	Faces	Both	2390	394452	392162	2			Repeat	Relevant	0	392049	391559	932
TRSEscan	112	7	11	Scenes	Both	4390	399450	395160	1			Repeat	Relevant	1	395047	394557	830
TRSEscan	112	7	12	Scenes	Both	6390	406442	400152	0			Novel	Relevant	1	400039	399549	862
TRSEscan	112	7	13	Faces	Both	4390	411444	407154	2			Novel	Relevant	1	407040	406550	685
TRSEscan	112	7	14	Scenes	Both	2390	414435	412145	1			Repeat	Relevant	1	412033	411543	852
TRSEscan	112	7	15	Scenes	Both	6390	421434	415144	0			Novel	Relevant	1	415031	414541	902
TRSEscan	112	7	16	Scenes	Both	4390	426435	422145	0			Novel	Relevant	1	422032	421542	1500
TRSEscan	112	7	17	Faces	Both	6390	433427	427137	3			Novel	Relevant	1	427024	426534	852
TRSEscan	112	7	18	Scenes	Both	2390	436429	434139	1			Repeat	Relevant	1	434026	433536	914
TRSEscan	112	7	19	Faces	Both	2390	439427	437137	1			Repeat	Relevant	1	437024	436534	756
TRSEscan	112	7	20	Faces	Both	6390	446426	440136	0			Novel	Relevant	1	440023	439533	829
TRSEscan	112	7	21	Scenes	Both	4390	451428	447138	2			Novel	Relevant	1	447025	446535	963
TRSEscan	112	8	1		Faces					480892	479902						
TRSEscan	112	8	2	Faces	Faces	2390	485793	483503	0			Novel	Relevant	1	483390	482900	453
TRSEscan	112	8	3	Faces	Faces	4390	490792	486502	0			Novel	Relevant	1	486389	485899	526
TRSEscan	112	8	4	Scenes	Faces	6390	497784	491494	2			Novel	Irrelevant	1	491381	490891	542
TRSEscan	112	8	5	Faces	Faces	4390	502785	498495	1			Repeat	Relevant	1	498382	497892	669
TRSEscan	112	8	6	Faces	Faces	2390	505777	503487	0			Repeat	Relevant	1	503374	502884	677
TRSEscan	112	8	7	Faces	Faces	6390	512775	506485	0			Novel	Relevant	1	506372	505882	615
TRSEscan	112	8	8	Scenes	Faces	2390	515777	513487	3			Novel	Irrelevant	1	513374	512884	565
TRSEscan	112	8	9	Scenes	Faces	4390	520776	516486	0			Repeat	Irrelevant	1	516373	515883	614
TRSEscan	112	8	10	Faces	Faces	2390	523767	521477	2			Repeat	Relevant	1	521365	520875	966
