ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	110	1	1		Faces					120543	119553						
TRSEscan	110	1	2	Scenes	Faces	4390	127445	123155	0			Novel	Irrelevant	1	123042	122552	493
TRSEscan	110	1	3	Faces	Faces	2390	130436	128146	1			Novel	Relevant	1	128034	127544	814
TRSEscan	110	1	4	Faces	Faces	2390	133435	131145	0			Novel	Relevant	1	131032	130542	640
TRSEscan	110	1	5	Scenes	Faces	4390	138433	134143	2			Novel	Irrelevant	1	134030	133540	466
TRSEscan	110	1	6	Faces	Faces	6390	145425	139135	1			Repeat	Relevant	1	139022	138532	546
TRSEscan	110	1	7	Scenes	Faces	6390	152426	146136	1			Repeat	Irrelevant	1	146023	145533	576
TRSEscan	110	1	8	Scenes	Faces	4390	157428	153138	0			Novel	Irrelevant	1	153025	152535	542
TRSEscan	110	1	9	Scenes	Faces	2390	160420	158130	0			Repeat	Irrelevant	1	158017	157527	502
TRSEscan	110	1	10	Faces	Faces	4390	165418	161128	3			Novel	Relevant	1	161015	160525	712
TRSEscan	110	1	11	Scenes	Faces	6390	172410	166120	1			Repeat	Irrelevant	1	166007	165517	440
TRSEscan	110	1	12	Scenes	Faces	2390	175412	173122	0			Novel	Irrelevant	1	173009	172519	486
TRSEscan	110	1	13	Faces	Faces	4390	180410	176120	2			Repeat	Relevant	1	176007	175517	560
TRSEscan	110	1	14	Scenes	Faces	2390	183402	181112	1			Repeat	Irrelevant	1	180999	180509	448
TRSEscan	110	1	15	Scenes	Faces	6390	190400	184110	0			Novel	Irrelevant	1	183997	183507	474
TRSEscan	110	1	16	Faces	Faces	6390	197402	191112	2			Repeat	Relevant	1	190999	190509	752
TRSEscan	110	1	17	Faces	Faces	2390	200421	198131	0			Novel	Relevant	1	198018	197528	556
TRSEscan	110	1	18	Faces	Faces	4390	205419	201129	0			Repeat	Relevant	1	201016	200526	574
TRSEscan	110	1	19	Scenes	Faces	2390	208411	206121	3			Novel	Irrelevant	1	206008	205518	566
TRSEscan	110	1	20	Faces	Faces	6390	215409	209119	1			Novel	Relevant	1	209006	208516	656
TRSEscan	110	1	21	Faces	Faces	4390	220411	216121	0			Novel	Relevant	1	216008	215518	702
TRSEscan	110	2	1		Scenes					250679	249689						
TRSEscan	110	2	2	Scenes	Scenes	4390	257581	253291	0			Novel	Relevant	1	253178	252688	643
TRSEscan	110	2	3	Faces	Scenes	2390	260572	258282	1			Novel	Irrelevant	1	258170	257680	507
TRSEscan	110	2	4	Faces	Scenes	2390	263571	261281	0			Novel	Irrelevant	1	261168	260678	469
TRSEscan	110	2	5	Scenes	Scenes	4390	268569	264279	2			Novel	Relevant	1	264166	263676	639
TRSEscan	110	2	6	Faces	Scenes	6390	275561	269271	1			Repeat	Irrelevant	1	269158	268668	511
TRSEscan	110	2	7	Scenes	Scenes	6390	282562	276272	1			Repeat	Relevant	0	276159	275669	766
