ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	102	1	1		Faces					91466	90476						
TRSEscan	102	1	2	Scenes	Faces	4390	98366	94076	0			Novel	Irrelevant	1	93963	93473	751
TRSEscan	102	1	3	Faces	Faces	2390	101358	99068	1			Novel	Relevant	0	98955	98465	599
TRSEscan	102	1	4	Faces	Faces	2390	104357	102067	0			Novel	Relevant	1	101954	101464	1216
TRSEscan	102	1	5	Scenes	Faces	4390	109355	105065	2			Novel	Irrelevant	1	104952	104462	978
TRSEscan	102	1	6	Faces	Faces	6390	116347	110057	1			Repeat	Relevant	1	109944	109454	850
TRSEscan	102	1	7	Scenes	Faces	6390	123349	117059	1			Repeat	Irrelevant	1	116945	116455	497
TRSEscan	102	1	8	Scenes	Faces	4390	128350	124060	0			Novel	Irrelevant	1	123947	123457	551
TRSEscan	102	1	9	Scenes	Faces	2390	131342	129052	0			Repeat	Irrelevant	1	128939	128449	511
TRSEscan	102	1	10	Faces	Faces	4390	136341	132051	3			Novel	Relevant	1	131937	131447	833
TRSEscan	102	1	11	Scenes	Faces	6390	143332	137042	1			Repeat	Irrelevant	1	136930	136440	568
TRSEscan	102	1	12	Scenes	Faces	2390	146334	144044	0			Novel	Irrelevant	1	143931	143441	567
TRSEscan	102	1	13	Faces	Faces	4390	151332	147042	2			Repeat	Relevant	1	146929	146439	1017
TRSEscan	102	1	14	Scenes	Faces	2390	154324	152034	1			Repeat	Irrelevant	1	151921	151431	497
TRSEscan	102	1	15	Scenes	Faces	6390	161323	155033	0			Novel	Irrelevant	1	154920	154430	393
TRSEscan	102	1	16	Faces	Faces	6390	168324	162034	2			Repeat	Relevant	1	161921	161431	897
TRSEscan	102	1	17	Faces	Faces	2390	171326	169036	0			Novel	Relevant	1	168923	168433	662
TRSEscan	102	1	18	Faces	Faces	4390	176325	172035	0			Repeat	Relevant	1	171922	171432	887
TRSEscan	102	1	19	Scenes	Faces	2390	179316	177026	3			Novel	Irrelevant	1	176914	176424	527
