ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	107	1	1		Faces					114600	113610						
TRSEscan	107	1	2	Scenes	Faces	4390	121502	117212	0			Novel	Irrelevant	1	117099	116609	2088
TRSEscan	107	1	3	Faces	Faces	2390	124493	122203	1			Novel	Relevant	1	122091	121601	1368
TRSEscan	107	1	4	Faces	Faces	2390	127492	125202	0			Novel	Relevant	0	125089	124599	1210
TRSEscan	107	1	5	Scenes	Faces	4390	132490	128200	2			Novel	Irrelevant	1	128087	127597	1228
TRSEscan	107	1	6	Faces	Faces	6390	139482	133192	1			Repeat	Relevant	1	133079	132589	484
TRSEscan	107	1	7	Scenes	Faces	6390	146484	140194	1			Repeat	Irrelevant	1	140081	139591	514
TRSEscan	107	1	8	Scenes	Faces	4390	151486	147196	0			Novel	Irrelevant	1	147083	146593	1168
TRSEscan	107	1	9	Scenes	Faces	2390	154477	152187	0			Repeat	Irrelevant	1	152075	151585	472
TRSEscan	107	1	10	Faces	Faces	4390	159476	155186	3			Novel	Relevant	0	155073	154583	642
TRSEscan	107	1	11	Scenes	Faces	6390	166468	160178	1			Repeat	Irrelevant	1	160065	159575	514
TRSEscan	107	1	12	Scenes	Faces	2390	169469	167179	0			Novel	Irrelevant	1	167066	166576	528
TRSEscan	107	1	13	Faces	Faces	4390	174468	170178	2			Repeat	Relevant	1	170065	169575	625
TRSEscan	107	1	14	Scenes	Faces	2390	177459	175169	1			Repeat	Irrelevant	1	175057	174567	409
TRSEscan	107	1	15	Scenes	Faces	6390	184458	178168	0			Novel	Irrelevant	1	178055	177565	515
TRSEscan	107	1	16	Faces	Faces	6390	191460	185170	2			Repeat	Relevant	1	185057	184567	633
TRSEscan	107	1	17	Faces	Faces	2390	194462	192172	0			Novel	Relevant	0	192059	191569	639
TRSEscan	107	1	18	Faces	Faces	4390	199460	195170	0			Repeat	Relevant	1	195057	194567	953
TRSEscan	107	1	19	Scenes	Faces	2390	202452	200162	3			Novel	Irrelevant	1	200049	199559	601
TRSEscan	107	1	20	Faces	Faces	6390	209450	203160	1			Novel	Relevant	0	203047	202557	595
TRSEscan	107	1	21	Faces	Faces	4390	214452	210162	0			Novel	Relevant	0	210049	209559	729
TRSEscan	107	2	1		Scenes					245408	244418						
TRSEscan	107	2	2	Scenes	Scenes	4390	252309	248019	0			Novel	Relevant	0	247906	247416	807
TRSEscan	107	2	3	Faces	Scenes	2390	255300	253010	1			Novel	Irrelevant	1	252898	252408	703
TRSEscan	107	2	4	Faces	Scenes	2390	258299	256009	0			Novel	Irrelevant	1	255896	255406	1569
TRSEscan	107	2	5	Scenes	Scenes	4390	263297	259007	2			Novel	Relevant	0	258894	258404	699
TRSEscan	107	2	6	Faces	Scenes	6390	270289	263999	1			Repeat	Irrelevant	1	263886	263396	475
TRSEscan	107	2	7	Scenes	Scenes	6390	277291	271001	1			Repeat	Relevant	1	270888	270398	729
TRSEscan	107	2	8	Scenes	Scenes	4390	282293	278003	0			Novel	Relevant	0	277890	277400	671
TRSEscan	107	2	9	Scenes	Scenes	2390	285284	282994	0			Repeat	Relevant	1	282882	282392	991
TRSEscan	107	2	10	Faces	Scenes	4390	290283	285993	3			Novel	Irrelevant	1	285880	285390	961
TRSEscan	107	2	11	Scenes	Scenes	6390	297275	290985	1			Repeat	Relevant	1	290872	290382	721
TRSEscan	107	2	12	Scenes	Scenes	2390	300276	297986	0			Novel	Relevant	0	297873	297383	607
TRSEscan	107	2	13	Faces	Scenes	4390	305275	300985	2			Repeat	Irrelevant	1	300872	300382	744
TRSEscan	107	2	14	Scenes	Scenes	2390	308267	305977	1			Repeat	Relevant	1	305864	305374	648
TRSEscan	107	2	15	Scenes	Scenes	6390	315265	308975	0			Novel	Relevant	0	308862	308372	1050
TRSEscan	107	2	16	Faces	Scenes	6390	322267	315977	2			Repeat	Irrelevant	1	315864	315374	688
TRSEscan	107	2	17	Faces	Scenes	2390	325269	322979	0			Novel	Irrelevant	1	322866	322376	1062
TRSEscan	107	2	18	Faces	Scenes	4390	330267	325977	0			Repeat	Irrelevant	1	325864	325374	600
TRSEscan	107	2	19	Scenes	Scenes	2390	333259	330969	3			Novel	Relevant	0	330856	330366	648
TRSEscan	107	2	20	Faces	Scenes	6390	340257	333967	1			Novel	Irrelevant	1	333854	333364	650
TRSEscan	107	2	21	Faces	Scenes	4390	345259	340969	0			Novel	Irrelevant	1	340856	340366	552
TRSEscan	107	3	1		Categorize					379330	378340						
TRSEscan	107	3	2	Scenes	Categorize	4390	386231	381941	0			Novel	Irrelevant	1	381828	381338	779
