ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	118	1	1		Faces					52258	51268						
TRSEscan	118	1	2	Scenes	Faces	4390	59160	54870	0			Novel	Irrelevant	1	54757	54267	1194
TRSEscan	118	1	3	Faces	Faces	2390	62152	59862	1			Novel	Relevant	1	59749	59259	762
TRSEscan	118	1	4	Faces	Faces	2390	65150	62860	0			Novel	Relevant	1	62747	62257	788
TRSEscan	118	1	5	Scenes	Faces	4390	70148	65858	2			Novel	Irrelevant	1	65745	65255	622
TRSEscan	118	1	6	Faces	Faces	6390	77140	70850	1			Repeat	Relevant	1	70737	70247	510
TRSEscan	118	1	7	Scenes	Faces	6390	84142	77852	1			Repeat	Irrelevant	1	77739	77249	516
TRSEscan	118	1	8	Scenes	Faces	4390	89144	84854	0			Novel	Irrelevant	1	84741	84251	490
TRSEscan	118	1	9	Scenes	Faces	2390	92136	89846	0			Repeat	Irrelevant	1	89733	89243	458
TRSEscan	118	1	10	Faces	Faces	4390	97134	92844	3			Novel	Relevant	1	92731	92241	668
TRSEscan	118	1	11	Scenes	Faces	6390	104126	97836	1			Repeat	Irrelevant	1	97723	97233	812
TRSEscan	118	1	12	Scenes	Faces	2390	107127	104837	0			Novel	Irrelevant	1	104724	104234	466
TRSEscan	118	1	13	Faces	Faces	4390	112126	107836	2			Repeat	Relevant	1	107723	107233	636
TRSEscan	118	1	14	Scenes	Faces	2390	115118	112828	1			Repeat	Irrelevant	1	112715	112225	515
TRSEscan	118	1	15	Scenes	Faces	6390	122116	115826	0			Novel	Irrelevant	1	115713	115223	397
TRSEscan	118	1	16	Faces	Faces	6390	129118	122828	2			Repeat	Relevant	1	122715	122225	819
TRSEscan	118	1	17	Faces	Faces	2390	132120	129830	0			Novel	Relevant	1	129717	129227	681
TRSEscan	118	1	18	Faces	Faces	4390	137118	132828	0			Repeat	Relevant	1	132715	132225	675
TRSEscan	118	1	19	Scenes	Faces	2390	140110	137820	3			Novel	Irrelevant	1	137707	137217	467
TRSEscan	118	1	20	Faces	Faces	6390	147108	140818	1			Novel	Relevant	1	140705	140215	629
TRSEscan	118	1	21	Faces	Faces	4390	152110	147820	0			Novel	Relevant	1	147707	147217	811
TRSEscan	118	2	1		Scenes					183267	182277						
TRSEscan	118	2	2	Scenes	Scenes	4390	190168	185878	0			Novel	Relevant	1	185765	185275	1040
TRSEscan	118	2	3	Faces	Scenes	2390	193160	190870	1			Novel	Irrelevant	1	190757	190267	576
TRSEscan	118	2	4	Faces	Scenes	2390	196158	193868	0			Novel	Irrelevant	1	193755	193265	578
TRSEscan	118	2	5	Scenes	Scenes	4390	201156	196866	2			Novel	Relevant	1	196753	196263	532
TRSEscan	118	2	6	Faces	Scenes	6390	208148	201858	1			Repeat	Irrelevant	1	201745	201255	676
TRSEscan	118	2	7	Scenes	Scenes	6390	215150	208860	1			Repeat	Relevant	1	208747	208257	802
TRSEscan	118	2	8	Scenes	Scenes	4390	220152	215862	0			Novel	Relevant	1	215749	215259	576
TRSEscan	118	2	9	Scenes	Scenes	2390	223143	220853	0			Repeat	Relevant	1	220741	220251	704
TRSEscan	118	2	10	Faces	Scenes	4390	228142	223852	3			Novel	Irrelevant	1	223739	223249	562
TRSEscan	118	2	11	Scenes	Scenes	6390	235134	228844	1			Repeat	Relevant	1	228731	228241	722
TRSEscan	118	2	12	Scenes	Scenes	2390	238135	235845	0			Novel	Relevant	1	235732	235242	577
TRSEscan	118	2	13	Faces	Scenes	4390	243134	238844	2			Repeat	Irrelevant	1	238731	238241	609
TRSEscan	118	2	14	Scenes	Scenes	2390	246125	243835	1			Repeat	Relevant	1	243723	243233	689
TRSEscan	118	2	15	Scenes	Scenes	6390	253124	246834	0			Novel	Relevant	1	246721	246231	731
TRSEscan	118	2	16	Faces	Scenes	6390	260126	253836	2			Repeat	Irrelevant	1	253723	253233	481
TRSEscan	118	2	17	Faces	Scenes	2390	263128	260838	0			Novel	Irrelevant	1	260724	260234	752
TRSEscan	118	2	18	Faces	Scenes	4390	268126	263836	0			Repeat	Irrelevant	1	263723	263233	521
TRSEscan	118	2	19	Scenes	Scenes	2390	271118	268828	3			Novel	Relevant	1	268715	268225	881
TRSEscan	118	2	20	Faces	Scenes	6390	278116	271826	1			Novel	Irrelevant	1	271713	271223	563
TRSEscan	118	2	21	Faces	Scenes	4390	283118	278828	0			Novel	Irrelevant	1	278715	278225	545
TRSEscan	118	3	1		Categorize					317624	316634						
TRSEscan	118	3	2	Scenes	Categorize	4390	324526	320236	0			Novel	Irrelevant	1	320123	319633	1360
TRSEscan	118	3	3	Faces	Categorize	2390	327518	325228	1			Novel	Irrelevant	1	325115	324625	1040
TRSEscan	118	3	4	Faces	Categorize	2390	330516	328226	0			Novel	Irrelevant	1	328113	327623	578
TRSEscan	118	3	5	Scenes	Categorize	4390	335514	331224	2			Novel	Irrelevant	1	331111	330621	756
TRSEscan	118	3	6	Faces	Categorize	6390	342506	336216	1			Repeat	Irrelevant	1	336103	335613	700
TRSEscan	118	3	7	Scenes	Categorize	6390	349508	343218	1			Repeat	Irrelevant	1	343105	342615	842
TRSEscan	118	3	8	Scenes	Categorize	4390	354510	350220	0			Novel	Irrelevant	1	350107	349617	608
TRSEscan	118	3	9	Scenes	Categorize	2390	357501	355211	0			Repeat	Irrelevant	1	355099	354609	744
TRSEscan	118	3	10	Faces	Categorize	4390	362500	358210	3			Novel	Irrelevant	1	358097	357607	586
TRSEscan	118	3	11	Scenes	Categorize	6390	369492	363202	1			Repeat	Irrelevant	1	363089	362599	810
TRSEscan	118	3	12	Scenes	Categorize	2390	372493	370203	0			Novel	Irrelevant	1	370090	369600	753
TRSEscan	118	3	13	Faces	Categorize	4390	377492	373202	2			Repeat	Irrelevant	1	373089	372599	817
TRSEscan	118	3	14	Scenes	Categorize	2390	380484	378194	1			Repeat	Irrelevant	1	378081	377591	713
TRSEscan	118	3	15	Scenes	Categorize	6390	387482	381192	0			Novel	Irrelevant	1	381079	380589	875
TRSEscan	118	3	16	Faces	Categorize	6390	394484	388194	2			Repeat	Irrelevant	1	388081	387591	433
TRSEscan	118	3	17	Faces	Categorize	2390	397486	395196	0			Novel	Irrelevant	1	395083	394593	559
TRSEscan	118	3	18	Faces	Categorize	4390	402484	398194	0			Repeat	Irrelevant	1	398081	397591	553
TRSEscan	118	3	19	Scenes	Categorize	2390	405476	403186	3			Novel	Irrelevant	1	403073	402583	696
TRSEscan	118	3	20	Faces	Categorize	6390	412474	406184	1			Novel	Irrelevant	1	406071	405581	731
TRSEscan	118	3	21	Faces	Categorize	4390	417476	413186	0			Novel	Irrelevant	1	413073	412583	801
TRSEscan	118	4	1		Both					447594	446604						
TRSEscan	118	4	2	Scenes	Both	4390	454495	450205	0			Novel	Relevant	1	450092	449602	749
TRSEscan	118	4	3	Faces	Both	2390	457487	455197	1			Novel	Relevant	1	455084	454594	621
TRSEscan	118	4	4	Faces	Both	2390	460485	458195	0			Novel	Relevant	1	458082	457592	679
TRSEscan	118	4	5	Scenes	Both	4390	465484	461194	2			Novel	Relevant	1	461081	460591	760
TRSEscan	118	4	6	Faces	Both	6390	472475	466185	1			Repeat	Relevant	1	466073	465583	856
TRSEscan	118	4	7	Scenes	Both	6390	479477	473187	1			Repeat	Relevant	1	473074	472584	855
TRSEscan	118	4	8	Scenes	Both	4390	484479	480189	0			Novel	Relevant	1	480076	479586	725
TRSEscan	118	4	9	Scenes	Both	2390	487471	485181	0			Repeat	Relevant	1	485068	484578	1053
TRSEscan	118	4	10	Faces	Both	4390	492469	488179	3			Novel	Relevant	1	488066	487576	823
TRSEscan	118	4	11	Scenes	Both	6390	499461	493171	1			Repeat	Relevant	1	493058	492568	951
TRSEscan	118	4	12	Scenes	Both	2390	502463	500173	0			Novel	Relevant	1	500060	499570	685
TRSEscan	118	4	13	Faces	Both	4390	507461	503171	2			Repeat	Relevant	1	503058	502568	1134
TRSEscan	118	4	14	Scenes	Both	2390	510453	508163	1			Repeat	Relevant	1	508050	507560	910
TRSEscan	118	4	15	Scenes	Both	6390	517451	511161	0			Novel	Relevant	1	511048	510558	1160
TRSEscan	118	4	16	Faces	Both	6390	524453	518163	2			Repeat	Relevant	1	518050	517560	1198
TRSEscan	118	4	17	Faces	Both	2390	527455	525165	0			Novel	Relevant	1	525052	524562	956
TRSEscan	118	4	18	Faces	Both	4390	532453	528163	0			Repeat	Relevant	1	528050	527560	966
TRSEscan	118	4	19	Scenes	Both	2390	535445	533155	3			Novel	Relevant	1	533042	532552	1086
TRSEscan	118	4	20	Faces	Both	6390	542443	536153	1			Novel	Relevant	1	536040	535550	1032
TRSEscan	118	4	21	Faces	Both	4390	547445	543155	0			Novel	Relevant	1	543042	542552	918
TRSEscan	118	5	1		Scenes					72229	71239						
TRSEscan	118	5	2	Faces	Scenes	2390	77130	74840	0			Novel	Irrelevant	1	74727	74237	786
TRSEscan	118	5	3	Faces	Scenes	4390	82129	77839	0			Novel	Irrelevant	1	77726	77236	555
TRSEscan	118	5	4	Scenes	Scenes	6390	89121	82831	2			Novel	Relevant	1	82718	82228	714
TRSEscan	118	5	5	Faces	Scenes	4390	94122	89832	1			Repeat	Irrelevant	1	89719	89229	489
TRSEscan	118	5	6	Faces	Scenes	2390	97114	94824	0			Repeat	Irrelevant	1	94711	94221	497
TRSEscan	118	5	7	Faces	Scenes	6390	104112	97822	0			Novel	Irrelevant	1	97709	97219	499
TRSEscan	118	5	8	Scenes	Scenes	2390	107114	104824	3			Novel	Relevant	1	104711	104221	977
TRSEscan	118	5	9	Scenes	Scenes	4390	112113	107823	0			Repeat	Relevant	1	107710	107220	738
TRSEscan	118	5	10	Faces	Scenes	2390	115104	112814	2			Repeat	Irrelevant	1	112702	112212	634
