ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	111	1	1		Faces					75355	74365						
TRSEscan	111	1	2	Scenes	Faces	4390	82257	77967	0			Novel	Irrelevant	1	77854	77364	752
TRSEscan	111	1	3	Faces	Faces	2390	85248	82958	1			Novel	Relevant	1	82846	82356	1272
TRSEscan	111	1	4	Faces	Faces	2390	88247	85957	0			Novel	Relevant	1	85844	85354	722
TRSEscan	111	1	5	Scenes	Faces	4390	93245	88955	2			Novel	Irrelevant	1	88842	88352	572
TRSEscan	111	1	6	Faces	Faces	6390	100237	93947	1			Repeat	Relevant	1	93834	93344	652
TRSEscan	111	1	7	Scenes	Faces	6390	107239	100949	1			Repeat	Irrelevant	1	100836	100346	466
TRSEscan	111	1	8	Scenes	Faces	4390	112240	107950	0			Novel	Irrelevant	1	107838	107348	536
TRSEscan	111	1	9	Scenes	Faces	2390	115232	112942	0			Repeat	Irrelevant	1	112829	112339	561
TRSEscan	111	1	10	Faces	Faces	4390	120231	115941	3			Novel	Relevant	1	115828	115338	762
TRSEscan	111	1	11	Scenes	Faces	6390	127222	120932	1			Repeat	Irrelevant	1	120820	120330	474
TRSEscan	111	1	12	Scenes	Faces	2390	130224	127934	0			Novel	Irrelevant	1	127821	127331	488
TRSEscan	111	1	13	Faces	Faces	4390	135223	130933	2			Repeat	Relevant	1	130820	130330	682
TRSEscan	111	1	14	Scenes	Faces	2390	138214	135924	1			Repeat	Irrelevant	1	135812	135322	473
TRSEscan	111	1	15	Scenes	Faces	6390	145213	138923	0			Novel	Irrelevant	1	138810	138320	547
TRSEscan	111	1	16	Faces	Faces	6390	152215	145925	2			Repeat	Relevant	1	145812	145322	857
TRSEscan	111	1	17	Faces	Faces	2390	155216	152926	0			Novel	Relevant	1	152813	152323	672
TRSEscan	111	1	18	Faces	Faces	4390	160215	155925	0			Repeat	Relevant	1	155812	155322	689
