ExperimentName	Subject	Block	Trial	Category	Condition	Delay	DelayFixation.OffsetTime	DelayFixation.OnsetTime	Distractors	Go.OffsetTime	Go.OnsetTime	Novelty	Relevance	Stim.ACC	Stim.OffsetTime	Stim.OnsetTime	Stim.RT
TRSEscan	124	1	1		Faces					76097	75107						
TRSEscan	124	1	2	Scenes	Faces	4390	82999	78709	0			Novel	Irrelevant	1	78595	78105	666
TRSEscan	124	1	3	Faces	Faces	2390	85990	83700	1			Novel	Relevant	1	83588	83098	641
TRSEscan	124	1	4	Faces	Faces	2390	88989	86699	0			Novel	Relevant	1	86586	86096	795
TRSEscan	124	1	5	Scenes	Faces	4390	93987	89697	2			Novel	Irrelevant	1	89584	89094	1037
TRSEscan	124	1	6	Faces	Faces	6390	100979	94689	1			Repeat	Relevant	1	94576	94086	941
TRSEscan	124	1	7	Scenes	Faces	6390	107980	101690	1			Repeat	Irrelevant	1	101578	101088	546
TRSEscan	124	1	8	Scenes	Faces	4390	112982	108692	0			Novel	Irrelevant	1	108579	108089	561
TRSEscan	124	1	9	Scenes	Faces	2390	115974	113684	0			Repeat	Irrelevant	1	113571	113081	577
TRSEscan	124	1	10	Faces	Faces	4390	120972	116682	3			Novel	Relevant	1	116569	116079	811
TRSEscan	124	1	11	Scenes	Faces	6390	127964	121674	1			Repeat	Irrelevant	1	121561	121071	363
TRSEscan	124	1	12	Scenes	Faces	2390	130966	128676	0			Novel	Irrelevant	1	128563	128073	465
TRSEscan	124	1	13	Faces	Faces	4390	135964	131674	2			Repeat	Relevant	1	131561	131071	875
TRSEscan	124	1	14	Scenes	Faces	2390	138956	136666	1			Repeat	Irrelevant	1	136553	136063	490
TRSEscan	124	1	15	Scenes	Faces	6390	145954	139664	0			Novel	Irrelevant	1	139551	139061	421
TRSEscan	124	1	16	Faces	Faces	6390	152956	146666	2			Repeat	Relevant	1	146553	146063	979
TRSEscan	124	1	17	Faces	Faces	2390	155958	153668	0			Novel	Relevant	1	153555	153065	633
TRSEscan	124	1	18	Faces	Faces	4390	160956	156666	0			Repeat	Relevant	1	156553	156063	794
TRSEscan	124	1	19	Scenes	Faces	2390	163948	161658	3			Novel	Irrelevant	1	161545	161055	618
TRSEscan	124	1	20	Faces	Faces	6390	170946	164656	1			Novel	Relevant	1	164543	164053	916
TRSEscan	124	1	21	Faces	Faces	4390	175948	171658	0			Novel	Relevant	1	171545	171055	730
TRSEscan	124	2	1		Scenes					205346	204356						
TRSEscan	124	2	2	Scenes	Scenes	4390	212247	207957	0			Novel	Relevant	1	207844	207354	750
TRSEscan	124	2	3	Faces	Scenes	2390	215239	212949	1			Novel	Irrelevant	1	212836	212346	758
TRSEscan	124	2	4	Faces	Scenes	2390	218237	215947	0			Novel	Irrelevant	1	215834	215344	592
TRSEscan	124	2	5	Scenes	Scenes	4390	223235	218945	2			Novel	Relevant	1	218832	218342	618
TRSEscan	124	2	6	Faces	Scenes	6390	230227	223937	1			Repeat	Irrelevant	1	223824	223334	722
TRSEscan	124	2	7	Scenes	Scenes	6390	237229	230939	1			Repeat	Relevant	1	230826	230336	752
TRSEscan	124	2	8	Scenes	Scenes	4390	242231	237941	0			Novel	Relevant	1	237828	237338	1030
TRSEscan	124	2	9	Scenes	Scenes	2390	245223	242933	0			Repeat	Relevant	1	242820	242330	630
TRSEscan	124	2	10	Faces	Scenes	4390	250221	245931	3			Novel	Irrelevant	1	245818	245328	632
TRSEscan	124	2	11	Scenes	Scenes	6390	257213	250923	1			Repeat	Relevant	1	250810	250320	688
TRSEscan	124	2	12	Scenes	Scenes	2390	260214	257924	0			Novel	Relevant	1	257811	257321	742
TRSEscan	124	2	13	Faces	Scenes	4390	265213	260923	2			Repeat	Irrelevant	1	260810	260320	688
TRSEscan	124	2	14	Scenes	Scenes	2390	268204	265914	1			Repeat	Relevant	0	265802	265312	679
TRSEscan	124	2	15	Scenes	Scenes	6390	275203	268913	0			Novel	Relevant	1	268800	268310	1169
TRSEscan	124	2	16	Faces	Scenes	6390	282205	275915	2			Repeat	Irrelevant	1	275802	275312	855
TRSEscan	124	2	17	Faces	Scenes	2390	285206	282916	0			Novel	Irrelevant	1	282803	282313	734
TRSEscan	124	2	18	Faces	Scenes	4390	290205	285915	0			Repeat	Irrelevant	1	285802	285312	823
TRSEscan	124	2	19	Scenes	Scenes	2390	293197	290907	3			Novel	Relevant	1	290794	290304	1055
TRSEscan	124	2	20	Faces	Scenes	6390	300195	293905	1			Novel	Irrelevant	1	293792	293302	617
TRSEscan	124	2	21	Faces	Scenes	4390	305197	300907	0			Novel	Irrelevant	1	300794	300304	551
TRSEscan	124	3	1		Categorize					335968	334978						
